id;cityId;stateId
634;596;8
635;597;13
636;598;1
637;599;16
638;600;1
639;601;8
640;602;12
641;603;15
642;604;10
643;605;1
644;606;0
645;607;6
646;608;16
647;609;0
648;610;7
649;611;9
650;612;12
651;613;10
652;614;13
653;615;0
654;616;8
655;617;12
656;618;10
657;619;6
658;620;6
659;621;1
660;622;8
661;623;1
662;624;16
663;625;3
664;626;0
665;627;1
666;628;8
667;629;12
668;630;1
669;632;1
670;631;8
671;633;8
672;634;1
673;635;0
674;636;6
675;637;6
676;638;9
677;639;10
678;640;8
679;641;6
680;642;1
681;643;7
682;644;16
683;645;1
684;648;6
685;649;1
686;650;13
687;651;16
688;646;10
689;647;0
690;652;9
691;653;8
692;654;16
693;655;13
694;656;12
695;657;8
696;658;16
697;659;3
698;660;0
699;661;9
700;662;10
701;663;0
702;665;8
703;666;10
704;667;9
705;664;12
706;668;6
707;669;8
708;670;10
709;671;1
710;672;9
711;673;15
712;674;6
713;675;0
714;676;8
715;677;0
716;678;1
717;679;0
718;680;1
719;681;8
720;682;3
721;683;8
722;705;0
723;684;8
724;685;6
725;686;9
726;687;16
727;688;9
728;689;0
729;690;12
730;691;13
731;695;0
732;692;0
733;693;6
734;694;15
735;696;15
736;697;10
737;698;6
738;699;6
739;700;6
740;701;1
741;702;1
742;703;13
743;704;16
744;706;7
745;707;0
746;708;16
747;709;1
748;724;0
749;710;0
750;711;6
751;712;0
752;713;1
753;714;0
754;715;6
755;716;3
756;717;0
757;718;1
758;720;1
759;721;9
760;719;0
761;722;6
762;723;8
763;725;8
764;726;8
765;727;13
766;728;7
767;729;13
768;730;10
769;731;0
770;732;15
771;733;10
772;734;8
773;735;10
774;736;7
775;737;0
776;738;13
777;739;3
778;739;13
779;740;0
780;741;7
781;742;16
782;743;3
783;744;9
784;745;3
785;746;3
786;747;3
787;748;7
788;749;0
789;750;16
790;751;3
791;752;3
792;753;0
793;754;12
794;755;8
795;756;3
796;757;8
797;758;13
798;759;15
799;760;15
800;761;7
801;762;12
802;763;3
803;764;0
804;765;1
805;766;1
806;767;0
807;768;1
808;769;0
809;770;1
810;771;0
811;772;1
812;773;3
813;2012;15
814;774;8
815;2013;15
816;775;1
817;776;1
818;777;10
819;778;10
820;779;10
821;780;8
822;781;0
823;782;13
824;783;0
825;784;8
826;785;7
827;786;0
828;787;13
829;788;13
830;789;16
831;790;0
832;792;16
833;791;16
834;793;7
835;2014;3
836;794;0
837;795;8
838;796;9
839;797;1
840;798;0
841;799;1
842;800;3
843;801;0
844;802;13
845;803;7
846;804;7
847;805;7
848;806;7
849;807;10
850;808;10
851;809;15
852;810;12
853;811;8
854;812;3
855;813;7
856;814;3
857;815;10
858;816;7
859;817;7
860;818;10
861;819;1
862;820;13
863;821;16
864;822;3
865;823;8
866;2015;10
867;2015;0
868;2016;10
869;2017;10
870;824;8
871;825;8
872;825;7
873;2018;0
874;2019;3
875;2020;12
876;2021;0
877;826;3
878;827;15
879;828;15
880;829;15
881;830;7
882;831;15
883;832;8
884;832;15
885;833;15
886;834;15
887;835;15
888;836;15
889;837;15
890;838;15
891;839;7
892;840;13
893;841;15
894;842;15
895;843;15
896;2022;1
897;844;13
898;845;7
899;846;3
900;847;7
901;848;15
902;2023;12
903;851;13
904;849;8
905;850;8
906;852;9
907;853;15
908;854;15
909;855;3
910;856;3
911;857;8
912;870;8
913;858;7
914;859;7
915;860;13
916;861;7
917;862;0
918;863;7
919;864;8
920;865;3
921;866;8
922;2024;3
923;867;8
924;868;10
925;2025;10
926;869;3
927;871;10
928;872;8
929;873;3
930;874;7
931;874;15
932;875;10
933;876;8
934;877;1
935;878;15
936;879;7
937;880;12
938;881;6
939;881;10
940;882;16
941;883;13
942;884;7
943;885;10
944;886;3
945;887;12
946;888;1
947;889;16
948;890;7
949;891;10
950;892;13
951;893;3
952;893;7
953;894;10
954;895;1
955;896;6
956;897;10
957;898;10
958;899;12
959;900;8
960;901;1
961;902;10
962;903;1
963;904;1
964;905;1
965;906;1
966;907;16
967;908;15
968;909;16
969;910;13
970;911;1
971;912;6
972;913;10
973;914;7
974;915;10
975;916;10
976;917;10
977;917;1
978;918;16
979;919;16
980;920;10
981;921;10
982;922;1
983;923;8
984;924;8
985;925;8
986;926;8
987;927;13
988;928;10
989;929;7
990;930;7
991;931;11
992;932;9
993;933;9
994;934;9
995;935;10
996;936;8
997;937;9
998;938;3
999;938;13
1000;939;13
1001;940;3
1002;941;3
1003;942;3
1004;943;6
1005;944;3
1006;945;13
1007;946;13
1008;947;3
1009;948;8
1010;949;7
1011;950;3
1012;951;13
1013;952;7
1014;953;15
1015;954;3
1016;955;7
1017;956;13
1018;958;15
1019;958;13
1020;959;7
1021;957;7
1022;960;3
1023;960;15
1024;961;16
1025;962;16
1026;963;16
1027;964;6
1028;965;12
1029;966;16
1030;967;7
1031;968;15
1032;969;12
1033;970;12
1034;970;3
1035;971;8
1036;972;10
1037;973;1
1038;974;12
1039;975;10
1040;975;0
1041;976;0
1042;977;10
1043;978;16
1044;979;10
1045;980;15
1046;981;15
1047;982;10
1048;983;15
1049;984;15
1050;985;10
1051;986;12
1052;987;12
1053;988;10
1054;989;10
1055;990;13
1056;991;1
1057;992;6
1058;993;0
1059;994;10
1060;995;7
1061;996;7
1062;997;13
1063;997;10
1064;998;16
1065;999;8
1066;1000;7
1067;1001;16
1068;1002;7
1069;1003;13
1070;1004;10
1071;1005;8
1072;1006;0
1073;1007;3
1074;1008;10
1075;1009;10
1076;1010;0
1077;1011;7
1078;1012;16
1079;1013;3
1080;1014;8
1081;1015;15
1082;1016;7
1083;1017;15
1084;1017;10
1085;1018;1
1086;1019;10
1087;1020;7
1088;1021;10
1089;1022;3
1090;1023;13
1091;1024;13
1092;1025;13
1093;1026;13
1094;1027;12
1095;1028;10
1096;1029;7
1097;1030;0
1098;1030;1
1099;1031;13
1100;1032;13
1101;1033;10
1102;1034;3
1103;1035;16
1104;1036;6
1105;1037;7
1106;1037;3
1107;1038;7
1108;1039;7
1109;1040;7
1110;1041;10
1111;1042;1
1112;1043;12
1113;1044;1
1114;1045;1
1115;1046;10
1116;1047;10
1117;1048;13
1118;1049;7
1119;1050;10
1120;1050;1
1121;1050;0
1122;1051;1
1123;1052;13
1124;1052;16
1125;1053;0
1126;1054;3
1127;1054;13
1128;1054;8
1129;1055;3
1130;1055;12
1131;1055;7
1132;1055;8
1133;1055;10
1134;1055;1
1135;1056;10
1136;1057;15
1137;1058;3
1138;1059;10
1139;1060;15
1140;1061;8
1141;1062;3
1142;1063;0
1143;1064;10
1144;1065;9
1145;1065;1
1146;1066;0
1147;1067;3
1148;1067;7
1149;1068;3
1150;1069;0
1151;1070;9
1152;1071;13
1153;1072;9
1154;1073;1
1155;1074;8
1156;1075;10
1157;1076;0
1158;1077;1
1159;1078;10
1160;1079;10
1161;1080;9
1162;1081;7
1163;1082;1
1164;1083;3
1165;1084;3
1166;1085;1
1167;1086;10
1168;1087;13
1169;1088;13
1170;1089;15
1171;1090;16
1172;1091;16
1173;1092;16
1174;1093;6
1175;1094;13
1176;1095;3
1177;1096;15
1178;1097;0
1179;1098;3
1180;1099;10
1181;1100;2
1182;1101;3
1183;1102;10
1184;1103;16
1185;1104;16
1186;1105;0
1187;1106;16
1188;1107;10
1189;1108;10
1190;1109;3
1191;1109;0
1192;1109;1
1193;1110;1
1194;1111;13
1195;1112;10
1196;1113;10
1197;1114;8
1198;1115;0
1199;1116;1
1200;1117;0
1201;1118;1
1202;1119;3
1203;1120;7
1204;1121;10
1205;1129;3
1206;1122;1
1207;1123;12
1208;1124;12
1209;1124;3
1210;1124;16
1211;1125;16
1212;1126;12
1213;1126;0
1214;1127;7
1215;1128;16
1216;1130;10
1217;1131;10
1218;1132;10
1219;1133;8
1220;1143;13
1221;1134;12
1222;1135;1
1223;1136;3
1224;1137;13
1225;1138;13
1226;1139;12
1227;1140;8
1228;1141;10
1229;1142;10
1230;1144;3
1231;1145;10
1232;1146;15
1233;1147;15
1234;1148;6
1235;1149;15
1236;1150;7
1237;1151;0
1238;1152;7
1239;1153;1
1240;1154;7
1241;1155;3
1242;1156;9
1243;1157;12
1244;1158;13
1245;1159;8
1246;1160;16
1247;1161;10
1248;1162;3
1249;1163;10
1250;1164;10
1251;1165;16
1252;1166;10
1253;1167;10
1254;1168;8
1255;1169;1
1256;1170;1
1257;1171;0
1258;1172;1
1259;1173;3
1260;1174;0
1261;1175;12
1262;1176;7
1263;1177;16
1264;1178;7
1265;1179;16
1266;1180;10
1267;1181;16
1268;1182;13
1269;1183;16
1270;1183;10
1271;1183;0
1272;1184;10
1273;1185;0
1274;1186;13
1275;1187;3
1276;1188;1
1277;1189;16
1278;1190;0
1279;1191;3
1280;1192;3
1281;1193;15
1282;1193;8
1283;1194;8
1284;1195;9
1285;1196;11
1286;1197;3
1287;1198;13
1288;1199;13
1289;1200;0
1290;1201;16
1291;1202;1
1292;1203;0
1293;1204;1
1294;1205;6
1295;1206;7
1296;1207;16
1297;1208;1
1298;1209;1
1299;1210;15
1300;1211;10
1301;1211;6
1302;1212;10
1303;1213;16
1304;1214;7
1305;1215;1
1306;1216;10
1307;1217;1
1308;1218;10
1309;1219;1
1310;1220;6
1311;1221;10
1312;1222;3
1313;1223;12
1314;1224;6
1315;1225;6
1316;1226;1
1317;1227;10
1318;1228;6
1319;1229;0
1320;1230;13
1321;1231;10
1322;1232;10
1323;1233;3
1324;1234;3
1325;1235;10
1326;1236;9
1327;1237;16
1328;1238;13
1329;1238;7
1330;1239;8
1331;1240;16
1332;1241;13
1333;1242;10
1334;1243;1
1335;1244;10
1336;1245;10
1337;1246;13
1338;1247;10
1339;1248;3
1340;1249;3
1341;1250;13
1342;1251;3
1343;1252;1
1344;1253;3
1345;1254;0
1346;1255;0
1347;1256;3
1348;1257;10
1349;1258;16
1350;1259;9
1351;1260;0
1352;1261;10
1353;1262;13
1354;1263;15
1355;1264;8
1356;1265;16
1357;1266;15
1358;1267;0
1359;1268;13
1360;1269;13
1361;1270;1
1362;1271;3
1363;1272;10
1364;1272;0
1365;1273;6
1366;1274;8
1367;1275;10
1368;1276;0
1369;1277;10
1370;1278;1
1371;1279;0
1372;1280;8
1373;1281;0
1374;1282;10
1375;1283;1
1376;1284;0
1377;1286;6
1378;1287;10
1379;1288;10
1380;1288;0
1381;1288;1
1382;1289;3
1383;1289;16
1384;1290;3
1385;1291;10
1386;1292;10
1387;1285;10
1388;1293;10
1389;1294;16
1390;1295;13
1391;1296;3
1392;1297;6
1393;1298;0
1394;1299;3
1395;1300;10
1396;1301;0
1397;1302;3
1398;1302;13
1399;1303;3
1400;1304;16
1401;1305;16
1402;1306;10
1403;1307;10
1404;1308;10
1405;1308;1
1406;1309;10
1407;1310;6
1408;1311;10
1409;1312;16
1410;1313;1
1411;1314;1
1412;1315;3
1413;1316;16
1414;1317;10
1415;1318;12
1416;1319;6
1417;1320;16
1418;1321;16
1419;1322;16
1420;1323;13
1421;1324;1
1422;1325;6
1423;1325;1
1424;1326;1
1425;1327;12
1426;1328;1
1427;1329;0
1428;1330;0
1429;1331;15
1430;1332;7
1431;1332;13
1432;1333;8
1433;1334;15
1434;1335;8
1435;1336;10
1436;1337;0
1437;1337;1
1438;1338;15
1439;1339;10
1440;1340;10
1441;1341;8
1442;1342;13
1443;1343;13
1444;1344;0
1445;1345;10
1446;1346;1
1447;1347;1
1448;1348;3
1449;1349;15
1450;1350;1
1451;1351;16
1452;1351;3
1453;1351;7
1454;1352;3
1455;1352;13
1456;1352;16
1457;1353;3
1458;1354;7
1459;1355;7
1460;1356;16
1461;1357;13
1462;1357;9
1463;1358;7
1464;1359;10
1465;1360;3
1466;1360;7
1467;1361;16
1468;1362;3
1469;1363;10
1470;1364;0
1471;1365;1
1472;1366;12
1473;1367;16
1474;1368;0
1475;1369;0
1476;1370;12
1477;1371;8
1478;1372;7
1479;1373;16
1480;1374;10
1481;1375;10
1482;1376;10
1483;1377;16
1484;1378;15
1485;1379;8
1486;1380;7
1487;1381;3
1488;1382;7
1489;1383;3
1490;1384;15
1491;1385;8
1492;1386;16
1493;1387;7
1494;1388;3
1495;1389;3
1496;1390;11
1497;1391;15
1498;1392;7
1499;1393;1
1500;1394;1
1501;1395;3
1502;1396;12
1503;1397;3
1504;1398;8
1505;1398;9
1506;1399;15
1507;1409;3
1508;1400;3
1509;1401;7
1510;1402;3
1511;1402;0
1512;1403;3
1513;1404;3
1514;1404;7
1515;1405;7
1516;1406;3
1517;1407;3
1518;1407;15
1519;1408;15
1520;1410;7
1521;1411;3
1522;1412;3
1523;1413;13
1524;1414;16
1525;1415;10
1526;1416;10
1527;1417;12
1528;1418;10
1529;1419;3
1530;2026;1
1531;1420;1
1532;2027;10
1533;2027;0
1534;1421;7
1535;2028;0
1536;1422;3
1537;2029;1
1538;1423;12
1539;1424;7
1540;2030;10
1541;1425;9
1542;1426;3
1543;1427;9
1544;1428;16
1545;1429;12
1546;2031;3
1547;1430;16
1548;1431;12
1549;1432;10
1550;1433;8
1551;1434;10
1552;1435;8
1553;1435;1
1554;1436;8
1555;1437;16
1556;1438;12
1557;2032;13
1558;1439;3
1559;1439;7
1560;1440;0
1561;1441;16
1562;1442;10
1563;1443;12
1564;1443;10
1565;1444;8
1566;1445;10
1567;1446;1
1568;1447;1
1569;1448;16
1570;1449;8
1571;1450;8
1572;1451;1
1573;2033;10
1574;1452;0
1575;1453;0
1576;1454;1
1577;1455;7
1578;2034;15
1579;2035;15
1580;1456;8
1581;1457;8
1582;1458;10
1583;1459;1
1584;2036;1
1585;2038;12
1586;2039;12
1587;2039;16
1588;2040;7
1589;2037;10
1590;2041;8
1591;2042;0
1592;2043;1
1593;1460;15
1594;1461;8
1595;1462;8
1596;2044;15
1597;1463;3
1598;1464;7
1599;1465;7
1600;1466;7
1601;1467;7
1602;1468;7
1603;1469;8
1604;1470;3
1605;1471;7
1606;1472;7
1607;1473;15
1608;1473;8
1609;1474;15
1610;1475;15
1611;2045;7
1612;2046;15
1613;1476;8
1614;1477;15
1615;1478;15
1616;1479;15
1617;2047;15
1618;1480;15
1619;1481;10
1620;1482;10
1621;1483;7
1622;2048;3
1623;1484;0
1624;1485;7
1625;1486;16
1626;1487;7
1627;2049;0
1628;1488;10
1629;2050;10
1630;1489;10
1631;1490;3
1632;1491;16
1633;1492;3
1634;1493;7
1635;1494;15
1636;1495;3
1637;1496;0
1638;1497;15
1639;2051;10
1640;1498;3
1641;2052;13
1642;1499;1
1643;1500;7
1644;2053;3
1645;1501;8
1646;1502;0
1647;1503;3
1648;1504;15
1649;1505;0
1650;2054;15
1651;1506;10
1652;2055;9
1653;1507;10
1654;1508;13
1655;1509;10
1656;2056;3
1657;1510;9
1658;1511;0
1659;1512;7
1660;2057;0
1661;2058;15
1662;1513;10
1663;1514;1
1664;1515;7
1665;1515;13
1666;1516;10
1667;1516;1
1668;1517;15
1669;1518;3
1670;1519;0
1671;1520;10
1672;1521;9
1673;1522;15
1674;1523;15
1675;1524;15
1676;1525;15
1677;2059;10
1678;1526;15
1679;1527;9
1680;2060;8
1681;2061;7
1682;1528;9
1683;1529;3
1684;1530;3
1685;1531;15
1686;1532;15
1687;1533;15
1688;1535;3
1689;1535;6
1690;1535;9
1691;1536;3
1692;1534;3
1693;1537;7
1694;1538;8
1695;1539;3
1696;1540;10
1697;2062;15
1698;1541;7
1699;1541;13
1700;1542;12
1701;1543;3
1702;1543;13
1703;2063;3
1704;2064;12
1705;1544;16
1706;1545;9
1707;1545;10
1708;1546;15
1709;1547;15
1710;1548;10
1711;2065;12
1712;2066;3
1713;1549;13
1714;1550;3
1715;1551;3
1716;1552;3
1717;1553;13
1718;2067;15
1719;1554;10
1720;1555;13
1721;1556;13
1722;1557;10
1723;1558;7
1724;1559;15
1725;2068;10
1726;2069;10
1727;1560;16
1728;1561;12
1729;1562;15
1730;2070;0
1731;2073;8
1732;1563;15
1733;1563;8
1734;1564;15
1735;1565;12
1736;1566;15
1737;2071;0
1738;1567;16
1739;2072;7
1740;1568;15
1741;1569;15
1742;2074;15
1743;2075;15
1744;2076;15
1745;2076;13
1746;2077;16
1747;2078;8
1748;1570;10
1749;2079;12
1750;2080;0
1751;2081;16
1752;2082;10
1753;1584;13
1754;2083;7
1755;1571;7
1756;2084;8
1757;1572;8
1758;1573;16
1759;1574;15
1760;1575;10
1761;1576;16
1762;2085;0
1763;1577;13
1764;1578;9
1765;2086;0
1766;2087;3
1767;1579;11
1768;1580;15
1769;1581;8
1770;1582;0
1771;1583;12
1772;1583;10
1773;1583;0
1774;2088;15
1775;1585;15
1776;1586;10
1777;1587;10
1778;1588;13
1779;1589;10
1780;1590;6
1781;1591;13
1782;1591;3
1783;1592;8
1784;1593;8
1785;1594;0
1786;1595;15
1787;1821;3
1788;1596;7
1789;1597;16
1790;1598;3
1791;1599;8
1792;1600;9
1793;1601;3
1794;1602;13
1795;1603;15
1796;1604;8
1797;1605;8
1798;1606;15
1799;1607;1
1800;1609;15
1801;1610;3
1802;1611;13
1803;1608;12
1804;1612;13
1805;1613;1
1806;1614;0
1807;1615;13
1808;1616;12
1809;1616;3
1810;1617;15
1811;1618;10
1812;1619;7
1813;1620;1
1814;1621;13
1815;1822;13
1816;1622;16
1817;1623;10
1818;1624;10
1819;1625;6
1820;1626;16
1821;1627;8
1822;1823;0
1823;1824;0
1824;1825;13
1825;1628;0
1826;1629;13
1827;1630;3
1828;1631;8
1829;1632;13
1830;1633;12
1831;1633;16
1832;1633;3
1833;1826;12
1834;1634;10
1835;1635;16
1836;1635;13
1837;1636;10
1838;1637;10
1839;1638;15
1840;1639;15
1841;1640;6
1842;1641;10
1843;1642;9
1844;1643;8
1845;1644;3
1846;1645;8
1847;1646;8
1848;1647;15
1849;1648;7
1850;1649;3
1851;1650;3
1852;1651;15
1853;1652;7
1854;1653;7
1855;1654;3
1856;1655;7
1857;1656;7
1858;1657;13
1859;1658;16
1860;1659;13
1861;1660;6
1862;1661;15
1863;1662;0
1864;1663;10
1865;1664;1
1866;1665;3
1867;1665;10
1868;1666;13
1869;1666;6
1870;1666;16
1871;1666;10
1872;1667;15
1873;1667;1
1874;1668;12
1875;1668;1
1876;1669;15
1877;1670;8
1878;1671;12
1879;1671;13
1880;1672;15
1881;1673;1
1882;1674;13
1883;1675;16
1884;1676;16
1885;1677;10
1886;1678;13
1887;1678;10
1888;1679;10
1889;1679;1
1890;1680;16
1891;1681;0
1892;1682;0
1893;1683;0
1894;1684;6
1895;1684;10
1896;1685;10
1897;1686;13
1898;1686;16
1899;1687;1
1900;1688;15
1901;1689;15
1902;1690;10
1903;1691;4
1904;1691;16
1905;1692;4
1906;1693;8
1907;1694;8
1908;1695;10
1909;1696;10
1910;1697;10
1911;1698;3
1912;1699;16
1913;1700;3
1914;1701;10
1915;1702;1
1916;1703;6
1917;1704;7
1918;1705;15
1919;1706;3
1920;1707;7
1921;1708;7
1922;1709;3
1923;1710;8
1924;1711;16
1925;1712;12
1926;1713;13
1927;1714;0
1928;1715;10
1929;1716;13
1930;1717;10
1931;1718;0
1932;1719;6
1933;1720;6
1934;1721;10
1935;1722;8
1936;1723;10
1937;1724;3
1938;1725;15
1939;1726;10
1940;1727;10
1941;1728;10
1942;1729;10
1943;1730;1
1944;1731;3
1945;1732;3
1946;1733;3
1947;1734;3
1948;1735;3
1949;1736;3
1950;1737;3
1951;1738;3
1952;1738;7
1953;1739;8
1954;1740;13
1955;1741;7
1956;1742;0
1957;1743;7
1958;1744;8
1959;1745;9
1960;1746;10
1961;1747;15
1962;1748;8
1963;1749;7
1964;1750;3
1965;1827;7
1966;1751;12
1967;1828;13
1968;1752;8
1969;1829;8
1970;1753;10
1971;1754;8
1972;1755;12
1973;1756;12
1974;1757;10
1975;1758;15
1976;1759;15
1977;1760;7
1978;1761;7
1979;1762;3
1980;1763;10
1981;1764;10
1982;1765;7
1983;1830;12
1984;1766;3
1985;1767;15
1986;1768;15
1987;1769;15
1988;1770;0
1989;1771;6
1990;1772;8
1991;1773;15
1992;1831;7
1993;1774;6
1994;1775;3
1995;1776;1
1996;1777;7
1997;1778;7
1998;1779;7
1999;1833;12
2000;1832;15
2001;1780;16
2002;1781;3
2003;1782;10
