id;zipId;cityId;stateId
505;1595;448;15
506;3720;449;10
507;414;450;16
508;4247;451;9
509;4248;451;9
510;4249;451;9
511;4250;451;9
512;4251;451;9
513;7524;452;1
514;35;453;12
515;407;453;13
516;413;454;16
517;470;455;16
518;3986;456;10
519;273;457;3
520;8191;458;16
521;317;459;13
522;4025;460;10
523;7994;460;1
524;7641;461;1
525;1627;462;15
526;1522;463;7
527;7525;464;1
528;593;465;12
529;4665;466;10
530;351;467;16
531;1267;468;8
532;4013;469;10
533;269;470;12
534;7785;470;1
535;3863;471;10
536;3724;472;10
537;3954;472;10
538;7044;472;0
539;8141;472;16
540;6617;473;1
541;3954;475;10
542;2761;474;16
543;7617;476;1
544;4382;477;1
545;4383;477;1
546;4384;477;1
547;8247;478;16
548;429;479;16
549;6149;479;1
550;6360;479;1
551;4854;480;10
552;6256;480;1
553;1576;481;15
554;4224;481;9
555;1583;482;15
556;1942;483;8
557;8150;484;16
558;2768;485;8
559;331;486;13
560;6491;487;1
561;315;488;13
562;1250;489;8
563;1982;489;8
564;5041;490;0
565;8238;490;16
566;1271;491;8
567;2919;492;13
568;5059;493;0
569;3912;494;10
570;8126;495;0
571;6969;496;0
572;2607;562;6
573;6493;563;1
574;6225;497;1
575;7514;497;1
576;4144;498;10
577;404;499;13
578;2919;500;13
579;4119;501;9
580;4023;502;10
581;6275;503;1
582;6453;504;1
583;6908;505;0
584;165;506;3
585;7618;507;1
586;4145;508;10
587;2979;509;13
588;6178;510;1
589;5565;511;0
590;5823;511;0
591;6178;511;1
592;6212;511;1
593;6268;511;1
594;7934;512;1
595;8041;513;1
596;264;514;12
597;4075;515;10
598;509;516;12
599;413;517;16
600;4021;518;10
601;3930;519;10
602;5042;520;0
603;495;521;12
604;606;521;12
605;7177;521;1
606;7663;521;1
607;7805;522;1
608;8206;523;16
609;2339;524;8
610;7450;525;1
611;6043;526;1
612;7199;527;1
613;5859;528;0
614;6522;529;1
615;6523;529;1
616;6524;529;1
617;6525;529;1
618;6526;529;1
619;6527;529;1
620;6528;529;1
621;6529;529;1
622;6530;529;1
623;6531;529;1
624;6532;529;1
625;6533;529;1
626;6534;529;1
627;6535;529;1
628;312;530;13
629;2395;531;9
630;641;532;12
631;2288;533;8
632;6651;534;1
633;5407;535;0
634;1615;536;15
635;8223;537;16
636;6880;538;0
637;4555;539;10
638;2992;540;13
639;471;541;16
640;1302;542;15
641;8058;543;1
642;8070;543;1
643;7255;544;1
644;7138;545;1
645;1912;546;8
646;1913;546;8
647;1914;546;8
648;1707;547;15
649;2973;548;13
650;7664;553;1
651;265;549;12
652;1757;550;15
653;3840;551;10
654;3857;551;10
655;7688;552;1
656;1856;554;15
657;1788;555;15
658;409;556;13
659;2025;557;8
660;6503;558;1
661;3795;559;10
662;6563;560;1
663;8190;561;16
664;1151;564;7
665;327;565;13
666;4065;566;10
667;6623;566;1
668;6399;567;1
669;1184;568;3
670;325;569;13
671;173;570;3
672;1528;2010;7
673;2989;571;13
674;4498;572;6
675;6795;572;1
676;6213;573;1
677;1042;574;7
678;1528;575;7
679;263;576;12
680;6178;576;1
681;6256;576;1
682;7451;576;1
683;3900;577;10
684;4141;578;10
685;7911;579;16
686;7031;580;1
687;7032;2011;1
688;6340;581;1
689;5038;582;0
690;7445;583;1
691;6118;584;1
692;7790;585;1
693;2503;586;6
694;6087;587;1
695;2017;588;8
696;5856;589;0
697;3419;590;8
698;5620;591;10
699;8200;592;16
700;4112;593;9
701;7752;594;1
702;4096;595;10
703;2148;596;8
704;362;597;13
705;6325;598;1
706;428;599;16
707;8055;600;1
708;2111;601;8
709;560;602;12
710;1608;603;15
711;3708;604;10
712;8068;605;1
713;6899;606;0
714;4543;607;6
715;8154;608;16
716;5257;609;0
717;1104;610;7
718;2397;611;9
719;265;612;12
720;4706;613;10
721;300;614;13
722;5685;615;0
723;2328;616;8
724;559;617;12
725;3970;618;10
726;2479;619;6
727;2539;620;6
728;6127;621;1
729;3459;622;8
730;6123;623;1
731;352;624;16
732;967;625;3
733;5337;626;0
734;7548;627;1
735;2781;628;8
736;69;629;12
737;7551;630;1
738;6796;632;1
739;2778;631;8
740;2908;633;8
741;6238;634;1
742;5552;635;0
743;2676;636;6
744;4315;637;6
745;4316;637;6
746;4317;637;6
747;3729;638;9
748;3721;639;10
749;3464;640;8
750;2494;641;6
751;8052;642;1
752;1529;643;7
753;449;644;16
754;6086;645;1
755;4486;648;6
756;8040;649;1
757;357;650;13
758;442;651;16
759;3924;646;10
760;3925;646;10
761;5797;647;0
762;4113;652;9
763;3466;653;8
764;8245;654;16
765;303;655;13
766;239;656;12
767;2769;657;8
768;2709;658;16
769;274;659;3
770;5514;660;0
771;2410;661;9
772;4036;662;10
773;8127;663;0
774;2346;665;8
775;3934;666;10
776;3747;667;9
777;135;664;12
778;4308;668;6
779;2285;669;8
780;3706;670;10
781;8038;671;1
782;2376;672;9
783;2377;672;9
784;2378;672;9
785;1500;673;15
786;4365;674;6
787;5634;675;0
788;2343;676;8
789;5459;677;0
790;6194;678;1
791;5643;679;0
792;7901;680;1
793;3469;681;8
794;923;682;3
795;2771;683;8
796;5895;705;0
797;2260;684;8
798;2698;685;6
799;2355;686;9
800;2356;686;9
801;2357;686;9
802;2708;687;16
803;4234;688;9
804;6882;689;0
805;68;690;12
806;405;691;13
807;5581;695;0
808;6900;692;0
809;4519;693;6
810;1457;694;15
811;1487;696;15
812;3928;697;10
813;4575;698;6
814;4366;699;6
815;2747;700;6
816;7866;701;1
817;7704;702;1
818;342;703;13
819;8206;704;16
820;1123;706;7
821;5516;707;0
822;8246;708;16
823;6235;709;1
824;5255;724;0
825;5168;710;0
826;4295;711;6
827;6881;712;0
828;6248;713;1
829;5506;714;0
830;2514;715;6
831;1186;716;3
832;5343;717;0
833;7215;718;1
834;6668;720;1
835;2412;721;9
836;6897;719;0
837;2522;722;6
838;1873;723;8
839;3514;725;8
840;2831;726;8
841;340;727;13
842;1176;728;7
843;2994;729;13
844;3855;730;10
845;5569;731;0
846;5570;731;0
847;5571;731;0
848;1459;732;15
849;3997;733;10
850;2777;734;8
851;3932;735;10
852;1104;736;7
853;5855;737;0
854;2923;738;13
855;993;739;3
856;2987;739;13
857;4492;740;0
858;1170;741;7
859;8214;742;16
860;1188;743;3
861;3677;744;9
862;1054;745;3
863;161;746;3
864;886;747;3
865;1168;748;7
866;5843;749;0
867;8185;750;16
868;879;751;3
869;91;752;3
870;271;752;3
871;6905;753;0
872;69;754;12
873;2870;755;8
874;174;756;3
875;1964;757;8
876;2949;758;13
877;1764;759;15
878;1501;760;15
879;1105;761;7
880;70;762;12
881;954;763;3
882;6863;764;0
883;6301;765;1
884;6016;766;1
885;5214;767;0
886;6495;768;1
887;5109;769;0
888;7136;770;1
889;6863;771;0
890;6772;772;1
891;891;773;3
892;1515;2012;15
893;3488;774;8
894;1510;2013;15
895;6755;775;1
896;6488;776;1
897;3770;777;10
898;4554;778;10
899;3840;779;10
900;2301;780;8
901;5747;781;0
902;358;782;13
903;5120;783;0
904;1335;784;8
905;1122;785;7
906;6970;786;0
907;340;787;13
908;2991;788;13
909;8246;789;16
910;5824;790;0
911;8237;792;16
912;8201;791;16
913;1181;793;7
914;1185;2014;3
915;5316;794;0
916;1911;795;8
917;4200;796;9
918;6564;797;1
919;6919;798;0
920;7810;799;1
921;7811;799;1
922;7812;799;1
923;7813;799;1
924;879;800;3
925;4928;801;0
926;2884;802;13
927;1175;803;7
928;1178;803;7
929;1085;804;7
930;1172;805;7
931;1113;806;7
932;4666;807;10
933;4030;808;10
934;1482;809;15
935;54;810;12
936;2234;811;8
937;1005;812;3
938;1174;813;7
939;1001;814;3
940;3848;815;10
941;1177;816;7
942;1166;817;7
943;5621;818;10
944;7452;819;1
945;2956;820;13
946;2711;821;16
947;896;822;3
948;1258;823;8
949;3916;2015;10
950;3954;2015;10
951;5313;2015;0
952;4697;2016;10
953;4697;2017;10
954;1964;824;8
955;1275;825;8
956;1519;825;7
957;5290;2018;0
958;165;2019;3
959;989;2019;3
960;61;2020;12
961;624;2020;12
962;5746;2021;0
963;1004;826;3
964;1785;827;15
965;1505;828;15
966;1762;829;15
967;1070;830;7
968;1654;831;15
969;1322;832;8
970;1645;832;15
971;1432;833;15
972;1820;834;15
973;1497;835;15
974;1584;836;15
975;1808;837;15
976;1671;838;15
977;1195;839;7
978;2951;840;13
979;1790;841;15
980;1564;842;15
981;1725;843;15
982;7787;2022;1
983;2973;844;13
984;1524;845;7
985;879;846;3
986;1168;847;7
987;1503;848;15
988;34;2023;12
989;309;851;13
990;1280;849;8
991;3478;850;8
992;2384;852;9
993;1552;853;15
994;1427;854;15
995;993;855;3
996;1003;856;3
997;2221;857;8
998;1921;870;8
999;1120;858;7
1000;1104;859;7
1001;2967;860;13
1002;1126;861;7
1003;5299;862;0
1004;1016;863;7
1005;1258;864;8
1006;2158;864;8
1007;947;865;3
1008;3487;866;8
1009;896;2024;3
1010;2881;867;8
1011;3717;868;10
1012;3943;2025;10
1013;95;869;3
1014;3832;871;10
1015;1996;872;8
1016;976;873;3
1017;997;873;3
1018;1026;874;7
1019;1296;874;15
1020;3982;875;10
1021;1960;876;8
1022;8048;877;1
1023;1297;878;15
1024;1107;879;7
1025;264;880;12
1026;2542;881;6
1027;4741;881;10
1028;8208;882;16
1029;407;883;13
1030;1055;884;7
1031;4620;885;10
1032;919;886;3
1033;37;887;12
1034;7221;888;1
1035;8148;889;16
1036;1191;890;7
1037;3717;891;10
1038;3861;891;10
1039;358;892;13
1040;993;893;3
1041;1111;893;7
1042;3958;894;10
1043;7829;895;1
1044;2463;896;6
1045;3823;897;10
1046;3850;898;10
1047;98;899;12
1048;3545;900;8
1049;6276;901;1
1050;7567;901;1
1051;4860;902;10
1052;7596;903;1
1053;6197;904;1
1054;7748;905;1
1055;7749;905;1
1056;7750;905;1
1057;7751;905;1
1058;6254;906;1
1059;2760;907;16
1060;1491;908;15
1061;8249;909;16
1062;2967;910;13
1063;6822;911;1
1064;2668;912;6
1065;3971;913;10
1066;1518;914;7
1067;3878;915;10
1068;3944;916;10
1069;4872;916;10
1070;4676;917;10
1071;7248;917;1
1072;429;918;16
1073;8199;919;16
1074;4807;920;10
1075;3878;921;10
1076;7416;922;1
1077;1313;923;8
1078;2325;924;8
1079;2324;925;8
1080;1963;926;8
1081;2973;927;13
1082;4688;928;10
1083;1034;929;7
1084;1181;930;7
1085;4650;931;11
1086;4217;932;9
1087;3555;933;9
1088;3354;934;9
1089;4673;935;10
1090;2098;936;8
1091;3413;937;9
1092;863;938;3
1093;2989;938;13
1094;2967;939;13
1095;1046;940;3
1096;967;941;3
1097;922;942;3
1098;4488;943;6
1099;958;944;3
1100;329;945;13
1101;298;946;13
1102;949;947;3
1103;3541;948;8
1104;1022;949;7
1105;991;950;3
1106;2885;951;13
1107;1022;952;7
1108;1517;953;15
1109;952;954;3
1110;1138;955;7
1111;2969;956;13
1112;1823;958;15
1113;2991;958;13
1114;1084;959;7
1115;1032;957;7
1116;951;960;3
1117;1575;960;15
1118;8192;961;16
1119;8245;961;16
1120;8192;962;16
1121;8149;963;16
1122;4355;964;6
1123;250;965;12
1124;8208;966;16
1125;1529;967;7
1126;1766;968;15
1127;524;969;12
1128;110;970;12
1129;274;970;3
1130;967;970;3
1131;2859;971;8
1132;3856;972;10
1133;7360;973;1
1134;269;974;12
1135;4079;975;10
1136;5066;975;0
1137;6971;976;0
1138;4739;977;10
1139;8153;978;16
1140;3826;979;10
1141;1759;980;15
1142;1755;981;15
1143;3779;982;10
1144;1613;983;15
1145;1760;984;15
1146;4092;985;10
1147;267;986;12
1148;245;987;12
1149;3913;988;10
1150;3995;989;10
1151;4068;989;10
1152;329;990;13
1153;6995;991;1
1154;2671;992;6
1155;5370;993;0
1156;5594;994;10
1157;1117;995;7
1158;1051;996;7
1159;2987;997;13
1160;4034;997;10
1161;8215;998;16
1162;3465;999;8
1163;1036;1000;7
1164;8148;1001;16
1165;1172;1002;7
1166;2969;1003;13
1167;3996;1004;10
1168;1354;1005;8
1169;5284;1006;0
1170;891;1007;3
1171;3978;1008;10
1172;3974;1009;10
1173;5184;1010;0
1174;1520;1011;7
1175;8214;1012;16
1176;1187;1013;3
1177;1241;1014;8
1178;1552;1015;15
1179;1169;1016;7
1180;1760;1017;15
1181;3974;1017;10
1182;6239;1018;1
1183;3823;1019;10
1184;1113;1020;7
1185;4775;1021;10
1186;891;1022;3
1187;2119;1023;13
1188;294;1024;13
1189;312;1025;13
1190;2928;1026;13
1191;263;1027;12
1192;4860;1028;10
1193;1177;1029;7
1194;5069;1030;0
1195;6798;1030;1
1196;294;1031;13
1197;345;1032;13
1198;3770;1033;10
1199;887;1034;3
1200;8139;1035;16
1201;4473;1036;6
1202;1098;1037;7
1203;1185;1037;3
1204;1025;1038;7
1205;1074;1039;7
1206;1175;1039;7
1207;1525;1039;7
1208;1171;1040;7
1209;3920;1041;10
1210;7477;1042;1
1211;34;1043;12
1212;7359;1044;1
1213;6199;1045;1
1214;4077;1046;10
1215;4075;1047;10
1216;2996;1048;13
1217;1110;1049;7
1218;3710;1050;10
1219;4021;1050;10
1220;5598;1050;10
1221;6057;1050;1
1222;6177;1050;1
1223;6212;1050;1
1224;6869;1050;0
1225;7363;1050;1
1226;7713;1050;1
1227;6594;1051;1
1228;345;1052;13
1229;475;1052;16
1230;6888;1053;0
1231;874;1054;3
1232;1188;1054;3
1233;2996;1054;13
1234;3512;1054;8
1235;173;1055;3
1236;501;1055;12
1237;1142;1055;7
1238;2083;1055;8
1239;2126;1055;8
1240;3944;1055;10
1241;6170;1055;1
1242;7316;1055;1
1243;3913;1056;10
1244;1670;1057;15
1245;874;1058;3
1246;4025;1059;10
1247;1803;1060;15
1248;2875;1061;8
1249;986;1062;3
1250;5648;1063;0
1251;4022;1064;10
1252;3549;1065;9
1253;3550;1065;9
1254;3551;1065;9
1255;6622;1065;1
1256;5238;1066;0
1257;891;1067;3
1258;1052;1067;7
1259;869;1068;3
1260;6972;1069;0
1261;3615;1070;9
1262;3616;1070;9
1263;3617;1070;9
1264;3618;1070;9
1265;3619;1070;9
1266;369;1071;13
1267;4213;1072;9
1268;6422;1073;1
1269;3490;1074;8
1270;3959;1075;10
1271;5315;1076;0
1272;6472;1077;1
1273;3791;1078;10
1274;4869;1079;10
1275;3635;1080;9
1276;1192;1081;7
1277;8007;1082;1
1278;919;1083;3
1279;993;1084;3
1280;7935;1085;1
1281;3813;1086;10
1282;378;1087;13
1283;2962;1088;13
1284;1767;1089;15
1285;8231;1090;16
1286;8227;1091;16
1287;8149;1092;16
1288;2758;1093;6
1289;2994;1094;13
1290;922;1095;3
1291;1517;1096;15
1292;6909;1097;0
1293;971;1098;3
1294;3861;1099;10
1295;660;1100;2
1296;661;1100;2
1297;662;1100;2
1298;663;1100;2
1299;664;1100;2
1300;665;1100;2
1301;666;1100;2
1302;667;1100;2
1303;668;1100;2
1304;669;1100;2
1305;670;1100;2
1306;671;1100;2
1307;672;1100;2
1308;673;1100;2
1309;674;1100;2
1310;675;1100;2
1311;676;1100;2
1312;677;1100;2
1313;678;1100;2
1314;679;1100;2
1315;680;1100;2
1316;681;1100;2
1317;682;1100;2
1318;683;1100;2
1319;684;1100;2
1320;685;1100;2
1321;686;1100;2
1322;687;1100;2
1323;688;1100;2
1324;689;1100;2
1325;690;1100;2
1326;691;1100;2
1327;692;1100;2
1328;693;1100;2
1329;694;1100;2
1330;695;1100;2
1331;696;1100;2
1332;697;1100;2
1333;698;1100;2
1334;699;1100;2
1335;700;1100;2
1336;701;1100;2
1337;702;1100;2
1338;703;1100;2
1339;704;1100;2
1340;705;1100;2
1341;706;1100;2
1342;707;1100;2
1343;708;1100;2
1344;709;1100;2
1345;710;1100;2
1346;711;1100;2
1347;712;1100;2
1348;713;1100;2
1349;714;1100;2
1350;715;1100;2
1351;716;1100;2
1352;717;1100;2
1353;718;1100;2
1354;719;1100;2
1355;720;1100;2
1356;721;1100;2
1357;722;1100;2
1358;723;1100;2
1359;724;1100;2
1360;725;1100;2
1361;726;1100;2
1362;727;1100;2
1363;728;1100;2
1364;729;1100;2
1365;730;1100;2
1366;731;1100;2
1367;732;1100;2
1368;733;1100;2
1369;734;1100;2
1370;735;1100;2
1371;736;1100;2
1372;737;1100;2
1373;738;1100;2
1374;739;1100;2
1375;740;1100;2
1376;741;1100;2
1377;742;1100;2
1378;743;1100;2
1379;744;1100;2
1380;745;1100;2
1381;746;1100;2
1382;747;1100;2
1383;748;1100;2
1384;749;1100;2
1385;750;1100;2
1386;751;1100;2
1387;752;1100;2
1388;753;1100;2
1389;754;1100;2
1390;755;1100;2
1391;756;1100;2
1392;757;1100;2
1393;758;1100;2
1394;759;1100;2
1395;760;1100;2
1396;761;1100;2
1397;762;1100;2
1398;763;1100;2
1399;764;1100;2
1400;765;1100;2
1401;766;1100;2
1402;767;1100;2
1403;769;1100;2
1404;770;1100;2
1405;771;1100;2
1406;772;1100;2
1407;773;1100;2
1408;774;1100;2
1409;775;1100;2
1410;776;1100;2
1411;778;1100;2
1412;779;1100;2
1413;780;1100;2
1414;781;1100;2
1415;782;1100;2
1416;783;1100;2
1417;784;1100;2
1418;785;1100;2
1419;786;1100;2
1420;787;1100;2
1421;788;1100;2
1422;789;1100;2
1423;790;1100;2
1424;791;1100;2
1425;792;1100;2
1426;793;1100;2
1427;794;1100;2
1428;795;1100;2
1429;796;1100;2
1430;797;1100;2
1431;798;1100;2
1432;799;1100;2
1433;800;1100;2
1434;801;1100;2
1435;802;1100;2
1436;803;1100;2
1437;804;1100;2
1438;805;1100;2
1439;806;1100;2
1440;807;1100;2
1441;808;1100;2
1442;809;1100;2
1443;810;1100;2
1444;811;1100;2
1445;812;1100;2
1446;813;1100;2
1447;814;1100;2
1448;815;1100;2
1449;816;1100;2
1450;817;1100;2
1451;818;1100;2
1452;819;1100;2
1453;820;1100;2
1454;821;1100;2
1455;822;1100;2
1456;823;1100;2
1457;824;1100;2
1458;825;1100;2
1459;826;1100;2
1460;827;1100;2
1461;828;1100;2
1462;829;1100;2
1463;830;1100;2
1464;831;1100;2
1465;832;1100;2
1466;833;1100;2
1467;834;1100;2
1468;835;1100;2
1469;836;1100;2
1470;837;1100;2
1471;838;1100;2
1472;839;1100;2
1473;840;1100;2
1474;841;1100;2
1475;842;1100;2
1476;843;1100;2
1477;844;1100;2
1478;845;1100;2
1479;846;1100;2
1480;847;1100;2
1481;848;1100;2
1482;849;1100;2
1483;850;1100;2
1484;851;1100;2
1485;1006;1101;3
1486;3829;1102;10
1487;2763;1103;16
1488;8201;1104;16
1489;6948;1105;0
1490;2707;1106;16
1491;8142;1106;16
1492;4065;1107;10
1493;3878;1108;10
1494;4806;1108;10
1495;973;1109;3
1496;5928;1109;0
1497;6150;1109;1
1498;6721;1110;1
1499;326;1111;13
1500;3832;1112;10
