id;aglomerationId;zipId;cityId;stateId
209;;6638;179;2
210;;6883;180;1
211;;7059;181;1
212;;8216;182;17
213;;5049;183;1
214;;92;184;4
215;;343;185;14
216;;348;186;14
217;;1816;187;16
218;;4142;188;11
219;;7515;189;2
220;;2243;190;9
221;;3314;191;10
222;;4153;192;11
223;;8190;193;17
224;;5111;194;1
225;;3721;195;11
226;;3985;196;11
227;;4478;197;7
228;;3677;198;10
229;;3860;198;11
230;;4124;198;11
231;;4868;199;11
232;;2689;200;7
233;;4796;201;11
234;;330;202;14
235;;1665;203;16
236;;893;204;4
237;;876;205;4
238;;1109;206;8
239;;1645;207;16
240;;924;208;4
241;;1183;209;8
242;;1110;210;8
243;;1119;213;8
244;;1180;211;8
245;;1009;212;4
246;;1151;214;8
247;;1003;215;4
248;;923;216;4
249;;910;217;4
250;;1162;218;8
251;;1511;219;16
252;;1199;220;8
253;;1529;221;8
254;;1040;222;8
255;;999;223;4
256;;1034;225;8
257;;1039;224;8
258;;951;226;4
259;;1026;227;8
260;;914;228;4
261;;1173;229;8
262;;958;230;4
263;;5329;234;1
264;;911;235;4
265;;5592;236;11
266;;2973;237;14
267;;172;239;4
268;;4786;238;11
269;;5016;238;1
270;;5183;238;1
271;;6260;238;2
272;;7099;238;2
273;;1149;240;8
274;;7450;241;2
275;;4198;242;10
276;;3711;243;11
277;;277;244;4
278;;2915;244;9
279;;264;245;13
280;;3936;246;11
281;;2414;247;10
282;;63;248;13
283;;457;249;17
284;;3410;250;10
285;;419;251;17
286;;2931;252;14
287;;8113;253;2
288;;231;254;17
289;;8139;255;17
290;;4568;256;11
291;;79;257;13
292;;7390;257;2
293;;7829;257;2
294;;8162;258;17
295;;422;259;17
296;;4674;260;11
297;;8253;261;17
298;;1018;262;8
299;;1110;262;8
300;;2968;263;14
301;;965;264;4
302;;1037;264;8
303;;1580;264;16
304;;3851;264;11
305;;3855;264;11
306;;4817;264;11
307;;1550;265;16
308;;1146;266;8
309;;4142;266;11
310;;4679;266;11
311;;1475;267;16
312;;7875;268;2
313;;6173;269;2
314;;2158;270;9
315;;1722;271;16
316;;6552;272;2
317;;1134;273;8
318;;5184;274;1
319;;362;275;14
320;;2120;276;14
321;;4374;277;7
322;;6720;277;2
323;;6994;277;2
324;;7407;277;2
325;;5102;278;1
326;;7479;279;2
327;;1016;280;8
328;;2950;281;14
329;;2990;282;14
330;;3996;283;11
331;;349;284;14
332;;8143;285;17
333;;7934;286;2
334;;3971;287;11
335;;897;288;4
336;;6301;289;2
337;;911;290;4
338;;998;291;4
339;;970;231;4
340;;968;292;4
341;;968;293;4
342;;6041;294;2
343;;6926;295;1
344;;6969;295;1
345;;7060;295;1
346;;7316;296;2
347;;5516;297;1
348;;4621;298;11
349;;5047;299;1
350;;966;300;4
351;;389;301;14
352;;1033;302;8
353;;237;303;17
354;;970;304;4
355;;916;305;4
356;;4093;306;11
357;;4759;307;11
358;;968;308;4
359;;994;310;4
360;;4906;309;1
361;;3810;311;11
362;;968;315;4
363;;7497;312;2
364;;2995;313;14
365;;658;314;13
366;;6429;316;2
367;;1181;317;8
368;;239;318;13
369;;6352;333;2
370;;968;319;4
371;;3814;320;11
372;;4711;321;11
373;;957;232;4
374;;3851;322;11
375;;6886;323;1
376;;4093;324;11
377;;1031;233;8
378;;996;325;4
379;;968;326;4
380;;6736;327;2
381;;1065;328;8
382;;3914;329;11
383;;1066;330;8
384;;1552;331;16
385;;968;332;4
386;;1747;334;16
387;;4386;335;2
388;;3878;336;11
389;;1242;337;9
390;;6105;338;2
391;;2510;339;7
392;;4305;340;7
393;;4305;341;7
394;;1325;342;9
395;;4531;343;7
396;;2457;344;7
397;;4666;345;11
398;;5622;346;11
399;;2850;347;9
400;;992;348;4
401;;6677;349;2
402;;7330;349;2
403;;1270;350;9
404;;6137;351;2
405;;6651;352;2
406;;2979;353;14
407;;3862;354;11
408;;3863;354;11
409;;428;355;17
410;;5082;356;1
411;;8249;357;17
412;;7121;358;2
413;;1435;359;16
414;;7338;360;2
415;;2566;369;7
416;;4428;361;2
417;;6359;362;2
418;;2973;363;14
419;;316;364;14
420;;6167;365;2
421;;5257;366;1
422;;621;367;13
423;;6871;368;1
424;;1820;370;16
425;;2771;371;9
426;;6061;372;2
427;;2711;373;17
428;;2924;374;14
429;;1999;375;9
430;;4055;376;11
431;;3542;377;9
432;;8188;378;17
433;;6179;379;2
434;;5464;380;1
435;;2629;381;7
436;;4761;382;11
437;;8196;383;17
438;;6197;384;2
439;;6226;384;2
440;;970;385;4
441;;2966;386;14
442;;295;387;14
443;;6257;388;2
444;;4047;389;11
445;;2761;390;17
446;;1041;391;8
447;;1067;392;8
448;;3503;393;9
449;;1111;394;8
450;;4707;395;11
451;;622;396;13
452;;411;397;14
453;;96;398;4
454;;313;399;14
455;;6182;400;2
456;;5613;401;11
457;;4247;402;10
458;;7242;403;2
459;;4066;404;11
460;;6069;405;2
461;;2694;406;7
462;;3717;407;11
463;;6501;408;2
464;;2288;409;9
465;;1924;410;9
466;;2885;411;14
467;;1313;412;9
468;;6721;413;2
469;;8189;414;17
470;;6804;415;2
471;;8206;416;17
472;;1254;417;9
473;;1254;418;9
474;;2016;419;9
475;;1745;420;16
476;;3907;421;11
477;;8225;422;17
478;;5419;423;1
479;;5641;424;1
480;;6187;425;2
481;;4078;426;11
482;;7294;427;2
483;;3717;428;11
484;;1051;429;4
485;;2994;429;14
486;;3814;430;11
487;;323;431;14
488;;923;431;4
489;;2762;432;17
490;;895;433;4
491;;176;434;4
492;;6594;435;2
493;;4066;436;11
494;;6865;437;1
495;;3940;438;11
496;;3922;439;11
497;;2788;440;9
498;;1800;441;16
499;;6186;442;2
500;;1831;443;16
501;;3894;444;11
502;;1617;445;16
503;;1347;446;9
504;;7524;447;2
505;;2990;448;14
506;;1596;449;16
507;;3721;450;11
508;;415;451;17
509;;4248;452;10
510;;4249;452;10
511;;4250;452;10
512;;4251;452;10
513;;4252;452;10
514;;7525;453;2
515;;36;454;13
516;;408;454;14
517;;414;455;17
518;;471;456;17
519;;3987;457;11
520;;274;458;4
521;;8192;459;17
522;;318;460;14
523;;4026;461;11
524;;7995;461;2
525;;7642;462;2
526;;1628;463;16
527;;1523;464;8
528;;7526;465;2
529;;594;466;13
530;;4666;467;11
531;;352;468;17
532;;1268;469;9
533;;4014;470;11
534;;270;471;13
535;;7786;471;2
536;;3864;472;11
537;;3725;473;11
538;;3955;473;11
539;;7045;473;1
540;;8142;473;17
541;;6618;474;2
542;;3955;476;11
543;;2762;475;17
544;;7618;477;2
545;;4383;478;2
546;;4384;478;2
547;;4385;478;2
548;;8248;479;17
549;;430;480;17
550;;6150;480;2
551;;6361;480;2
552;;4855;481;11
553;;6257;481;2
554;;1577;482;16
555;;4225;482;10
556;;1584;483;16
557;;1943;484;9
558;;8151;485;17
559;;2769;486;9
560;;332;487;14
561;;6492;488;2
562;;316;489;14
563;;1251;490;9
564;;1983;490;9
565;;5042;491;1
566;;8239;491;17
567;;1272;492;9
568;;2920;493;14
569;;5060;494;1
570;;3913;495;11
571;;8127;496;1
572;;6970;497;1
573;;2608;563;7
574;;6494;564;2
575;;6226;498;2
576;;7515;498;2
577;;4145;499;11
578;;405;500;14
579;;2920;501;14
580;;4120;502;10
581;;4024;503;11
582;;6276;504;2
583;;6454;505;2
584;;6909;506;1
585;;166;507;4
586;;7619;508;2
587;;4146;509;11
588;;2980;510;14
589;;6179;511;2
590;;5566;512;1
591;;5824;512;1
592;;6179;512;2
593;;6213;512;2
594;;6269;512;2
595;;7935;513;2
596;;8042;514;2
597;;265;515;13
598;;4076;516;11
599;;510;517;13
600;;414;518;17
601;;4022;519;11
602;;3931;520;11
603;;5043;521;1
604;;496;522;13
605;;607;522;13
606;;7178;522;2
607;;7664;522;2
608;;7806;523;2
609;;8207;524;17
610;;2340;525;9
611;;7451;526;2
612;;6044;527;2
613;;7200;528;2
614;;5860;529;1
615;;6523;530;2
616;;6524;530;2
617;;6525;530;2
618;;6526;530;2
619;;6527;530;2
620;;6528;530;2
621;;6529;530;2
622;;6530;530;2
623;;6531;530;2
624;;6532;530;2
625;;6533;530;2
626;;6534;530;2
627;;6535;530;2
628;;6536;530;2
629;;313;531;14
630;;2396;532;10
631;;642;533;13
632;;2289;534;9
633;;6652;535;2
634;;5408;536;1
635;;1616;537;16
636;;8224;538;17
637;;6881;539;1
638;;4556;540;11
639;;2993;541;14
640;;472;542;17
641;;1303;543;16
642;;8059;544;2
643;;8071;544;2
644;;7256;545;2
645;;7139;546;2
646;;1913;547;9
647;;1914;547;9
648;;1915;547;9
649;;1708;548;16
650;;2974;549;14
651;;7665;554;2
652;;266;550;13
653;;1758;551;16
654;;3841;552;11
655;;3858;552;11
656;;7689;553;2
657;;1857;555;16
658;;1789;556;16
659;;410;557;14
660;;2026;558;9
661;;6504;559;2
662;;3796;560;11
663;;6564;561;2
664;;8191;562;17
665;;1152;565;8
666;;328;566;14
667;;4066;567;11
668;;6624;567;2
669;;6400;568;2
670;;1185;569;4
671;;326;570;14
672;;174;571;4
673;;1529;2011;8
674;;2990;572;14
675;;4499;573;7
676;;6796;573;2
677;;6214;574;2
678;;1043;575;8
679;;1529;576;8
680;;264;577;13
681;;6179;577;2
682;;6257;577;2
683;;7452;577;2
684;;3901;578;11
685;;4142;579;11
686;;7912;580;17
687;;7032;581;2
688;;7033;2012;2
689;;6341;582;2
690;;5039;583;1
691;;7446;584;2
692;;6119;585;2
693;;7791;586;2
694;;2504;587;7
695;;6088;588;2
696;;2018;589;9
697;;5857;590;1
698;;3420;591;9
699;;5621;592;11
700;;8201;593;17
701;;4113;594;10
702;;7753;595;2
703;;4097;596;11
704;;2149;597;9
705;;363;598;14
706;;6326;599;2
707;;429;600;17
708;;8056;601;2
709;;2112;602;9
710;;561;603;13
711;;1609;604;16
712;;3709;605;11
713;;8069;606;2
714;;6900;607;1
715;;4544;608;7
716;;8155;609;17
717;;5258;610;1
718;;1105;611;8
719;;2398;612;10
720;;266;613;13
721;;4707;614;11
722;;301;615;14
723;;5686;616;1
724;;2329;617;9
725;;560;618;13
726;;3971;619;11
727;;2480;620;7
728;;2540;621;7
729;;6128;622;2
730;;3460;623;9
731;;6124;624;2
732;;353;625;17
733;;968;626;4
734;;5338;627;1
735;;7549;628;2
736;;2782;629;9
737;;70;630;13
738;;7552;631;2
739;;6797;633;2
740;;2779;632;9
741;;2909;634;9
742;;6239;635;2
743;;5553;636;1
744;;2677;637;7
745;;4316;638;7
746;;4317;638;7
747;;4318;638;7
748;;3730;639;10
749;;3722;640;11
750;;3465;641;9
751;;2495;642;7
752;;8053;643;2
753;;1530;644;8
754;;450;645;17
755;;6087;646;2
756;;4487;649;7
757;;8041;650;2
758;;358;651;14
759;;443;652;17
760;;3925;647;11
761;;3926;647;11
762;;5798;648;1
763;;4114;653;10
764;;3467;654;9
765;;8246;655;17
766;;304;656;14
767;;240;657;13
768;;2770;658;9
769;;2710;659;17
770;;275;660;4
771;;5515;661;1
772;;2411;662;10
773;;4037;663;11
774;;8128;664;1
775;;2347;666;9
776;;3935;667;11
777;;3748;668;10
778;;136;665;13
779;;4309;669;7
780;;2286;670;9
781;;3707;671;11
782;;8039;672;2
783;;2377;673;10
784;;2378;673;10
785;;2379;673;10
786;;1501;674;16
787;;4366;675;7
788;;5635;676;1
789;;2344;677;9
790;;5460;678;1
791;;6195;679;2
792;;5644;680;1
793;;7902;681;2
794;;3470;682;9
795;;924;683;4
796;;2772;684;9
797;;5896;706;1
798;;2261;685;9
799;;2699;686;7
800;;2356;687;10
801;;2357;687;10
802;;2358;687;10
803;;2709;688;17
804;;4235;689;10
805;;6883;690;1
806;;69;691;13
807;;406;692;14
808;;5582;696;1
809;;6901;693;1
810;;4520;694;7
811;;1458;695;16
812;;1488;697;16
813;;3929;698;11
814;;4576;699;7
815;;4367;700;7
816;;2748;701;7
817;;7867;702;2
818;;7705;703;2
819;;343;704;14
820;;8207;705;17
821;;1124;707;8
822;;5517;708;1
823;;8247;709;17
824;;6236;710;2
825;;5256;725;1
826;;5169;711;1
827;;4296;712;7
828;;6882;713;1
829;;6249;714;2
830;;5507;715;1
831;;2515;716;7
832;;1187;717;4
833;;5344;718;1
834;;7216;719;2
835;;6669;721;2
836;;2413;722;10
837;;6898;720;1
838;;2523;723;7
839;;1874;724;9
840;;3515;726;9
841;;2832;727;9
842;;341;728;14
843;;1177;729;8
844;;2995;730;14
845;;3856;731;11
846;;5570;732;1
847;;5571;732;1
848;;5572;732;1
849;;1460;733;16
850;;3998;734;11
851;;2778;735;9
852;;3933;736;11
853;;1105;737;8
854;;5856;738;1
855;;2924;739;14
856;;994;740;4
857;;2988;740;14
858;;4493;741;1
859;;1171;742;8
860;;8215;743;17
861;;1189;744;4
862;;3678;745;10
863;;1055;746;4
864;;162;747;4
865;;887;748;4
866;;1169;749;8
867;;5844;750;1
868;;8186;751;17
869;;880;752;4
870;;92;753;4
871;;272;753;4
872;;6906;754;1
873;;70;755;13
874;;2871;756;9
875;;175;757;4
876;;1965;758;9
877;;2950;759;14
878;;1765;760;16
879;;1502;761;16
880;;1106;762;8
881;;71;763;13
882;;955;764;4
883;;6864;765;1
884;;6302;766;2
885;;6017;767;2
886;;5215;768;1
887;;6496;769;2
888;;5110;770;1
889;;7137;771;2
890;;6864;772;1
891;;6773;773;2
892;;892;774;4
893;;1516;2013;16
894;;3489;775;9
895;;1511;2014;16
896;;6756;776;2
897;;6489;777;2
898;;3771;778;11
899;;4555;779;11
900;;3841;780;11
901;;2302;781;9
902;;5748;782;1
903;;359;783;14
904;;5121;784;1
905;;1336;785;9
906;;1123;786;8
907;;6971;787;1
908;;341;788;14
909;;2992;789;14
910;;8247;790;17
911;;5825;791;1
912;;8238;793;17
913;;8202;792;17
914;;1182;794;8
915;;1186;2015;4
916;;5317;795;1
917;;1912;796;9
918;;4201;797;10
919;;6565;798;2
920;;6920;799;1
921;;7811;800;2
922;;7812;800;2
923;;7813;800;2
924;;7814;800;2
925;;880;801;4
926;;4929;802;1
927;;2885;803;14
928;;1176;804;8
929;;1179;804;8
930;;1086;805;8
931;;1173;806;8
932;;1114;807;8
933;;4667;808;11
934;;4031;809;11
935;;1483;810;16
936;;55;811;13
937;;2235;812;9
938;;1006;813;4
939;;1175;814;8
940;;1002;815;4
941;;3849;816;11
942;;1178;817;8
943;;1167;818;8
944;;5622;819;11
945;;7453;820;2
946;;2957;821;14
947;;2712;822;17
948;;897;823;4
949;;1259;824;9
950;;3917;2016;11
951;;3955;2016;11
952;;5314;2016;1
953;;4698;2017;11
954;;4698;2018;11
955;;1965;825;9
956;;1276;826;9
957;;1520;826;8
958;;5291;2019;1
959;;166;2020;4
960;;990;2020;4
961;;62;2021;13
962;;625;2021;13
963;;5747;2022;1
964;;1005;827;4
965;;1786;828;16
966;;1506;829;16
967;;1763;830;16
968;;1071;831;8
969;;1655;832;16
970;;1323;833;9
971;;1646;833;16
972;;1433;834;16
973;;1821;835;16
974;;1498;836;16
975;;1585;837;16
976;;1809;838;16
977;;1672;839;16
978;;1196;840;8
979;;2952;841;14
980;;1791;842;16
981;;1565;843;16
982;;1726;844;16
983;;7788;2023;2
984;;2974;845;14
985;;1525;846;8
986;;880;847;4
987;;1169;848;8
988;;1504;849;16
989;;35;2024;13
990;;310;852;14
991;;1281;850;9
992;;3479;851;9
993;;2385;853;10
994;;1553;854;16
995;;1428;855;16
996;;994;856;4
997;;1004;857;4
998;;2222;858;9
999;;1922;871;9
1000;;1121;859;8
1001;;1105;860;8
1002;;2968;861;14
1003;;1127;862;8
1004;;5300;863;1
1005;;1017;864;8
1006;;1259;865;9
1007;;2159;865;9
1008;;948;866;4
1009;;3488;867;9
1010;;897;2025;4
1011;;2882;868;9
1012;;3718;869;11
1013;;3944;2026;11
1014;;96;870;4
1015;;3833;872;11
1016;;1997;873;9
1017;;977;874;4
1018;;998;874;4
1019;;1027;875;8
1020;;1297;875;16
1021;;3983;876;11
1022;;1961;877;9
1023;;8049;878;2
1024;;1298;879;16
1025;;1108;880;8
1026;;265;881;13
1027;;2543;882;7
1028;;4742;882;11
1029;;8209;883;17
1030;;408;884;14
1031;;1056;885;8
1032;;4621;886;11
1033;;920;887;4
1034;;38;888;13
1035;;7222;889;2
1036;;8149;890;17
1037;;1192;891;8
1038;;3718;892;11
1039;;3862;892;11
1040;;359;893;14
1041;;994;894;4
1042;;1112;894;8
1043;;3959;895;11
1044;;7830;896;2
1045;;2464;897;7
1046;;3824;898;11
1047;;3851;899;11
1048;;99;900;13
1049;;3546;901;9
1050;;6277;902;2
1051;;7568;902;2
1052;;4861;903;11
1053;;7597;904;2
1054;;6198;905;2
1055;;7749;906;2
1056;;7750;906;2
1057;;7751;906;2
1058;;7752;906;2
1059;;6255;907;2
1060;;2761;908;17
1061;;1492;909;16
1062;;8250;910;17
1063;;2968;911;14
1064;;6823;912;2
1065;;2669;913;7
1066;;3972;914;11
1067;;1519;915;8
1068;;3879;916;11
1069;;3945;917;11
1070;;4873;917;11
1071;;4677;918;11
1072;;7249;918;2
1073;;430;919;17
1074;;8200;920;17
1075;;4808;921;11
1076;;3879;922;11
1077;;7417;923;2
1078;;1314;924;9
1079;;2326;925;9
1080;;2325;926;9
1081;;1964;927;9
1082;;2974;928;14
1083;;4689;929;11
1084;;1035;930;8
1085;;1182;931;8
1086;;4651;932;12
1087;;4218;933;10
1088;;3556;934;10
1089;;3355;935;10
1090;;4674;936;11
1091;;2099;937;9
1092;;3414;938;10
1093;;864;939;4
1094;;2990;939;14
1095;;2968;940;14
1096;;1047;941;4
1097;;968;942;4
1098;;923;943;4
1099;;4489;944;7
1100;;959;945;4
1101;;330;946;14
1102;;299;947;14
1103;;950;948;4
1104;;3542;949;9
1105;;1023;950;8
1106;;992;951;4
1107;;2886;952;14
1108;;1023;953;8
1109;;1518;954;16
1110;;953;955;4
1111;;1139;956;8
1112;;2970;957;14
1113;;1824;959;16
1114;;2992;959;14
1115;;1085;960;8
1116;;1033;958;8
1117;;952;961;4
1118;;1576;961;16
1119;;8193;962;17
1120;;8246;962;17
1121;;8193;963;17
1122;;8150;964;17
1123;;4356;965;7
1124;;251;966;13
1125;;8209;967;17
1126;;1530;968;8
1127;;1767;969;16
1128;;525;970;13
1129;;111;971;13
1130;;275;971;4
1131;;968;971;4
1132;;2860;972;9
1133;;3857;973;11
1134;;7361;974;2
1135;;270;975;13
1136;;4080;976;11
1137;;5067;976;1
1138;;6972;977;1
1139;;4740;978;11
1140;;8154;979;17
1141;;3827;980;11
1142;;1760;981;16
1143;;1756;982;16
1144;;3780;983;11
1145;;1614;984;16
1146;;1761;985;16
1147;;4093;986;11
1148;;268;987;13
1149;;246;988;13
1150;;3914;989;11
1151;;3996;990;11
1152;;4069;990;11
1153;;330;991;14
1154;;6996;992;2
1155;;2672;993;7
1156;;5371;994;1
1157;;5595;995;11
1158;;1118;996;8
1159;;1052;997;8
1160;;2988;998;14
1161;;4035;998;11
1162;;8216;999;17
1163;;3466;1000;9
1164;;1037;1001;8
1165;;8149;1002;17
1166;;1173;1003;8
1167;;2970;1004;14
1168;;3997;1005;11
1169;;1355;1006;9
1170;;5285;1007;1
1171;;892;1008;4
1172;;3979;1009;11
1173;;3975;1010;11
1174;;5185;1011;1
1175;;1521;1012;8
1176;;8215;1013;17
1177;;1188;1014;4
1178;;1242;1015;9
1179;;1553;1016;16
1180;;1170;1017;8
1181;;1761;1018;16
1182;;3975;1018;11
1183;;6240;1019;2
1184;;3824;1020;11
1185;;1114;1021;8
1186;;4776;1022;11
1187;;892;1023;4
1188;;2120;1024;14
1189;;295;1025;14
1190;;313;1026;14
1191;;2929;1027;14
1192;;264;1028;13
1193;;4861;1029;11
1194;;1178;1030;8
1195;;5070;1031;1
1196;;6799;1031;2
1197;;295;1032;14
1198;;346;1033;14
1199;;3771;1034;11
1200;;888;1035;4
1201;;8140;1036;17
1202;;4474;1037;7
1203;;1099;1038;8
1204;;1186;1038;4
1205;;1026;1039;8
1206;;1075;1040;8
1207;;1176;1040;8
1208;;1526;1040;8
1209;;1172;1041;8
1210;;3921;1042;11
1211;;7478;1043;2
1212;;35;1044;13
1213;;7360;1045;2
1214;;6200;1046;2
1215;;4078;1047;11
1216;;4076;1048;11
1217;;2997;1049;14
1218;;1111;1050;8
1219;;3711;1051;11
1220;;4022;1051;11
1221;;5599;1051;11
1222;;6058;1051;2
1223;;6178;1051;2
1224;;6213;1051;2
1225;;6870;1051;1
1226;;7364;1051;2
1227;;7714;1051;2
1228;;6595;1052;2
1229;;346;1053;14
1230;;476;1053;17
1231;;6889;1054;1
1232;;875;1055;4
1233;;1189;1055;4
1234;;2997;1055;14
1235;;3513;1055;9
1236;;174;1056;4
1237;;502;1056;13
1238;;1143;1056;8
1239;;2084;1056;9
1240;;2127;1056;9
1241;;3945;1056;11
1242;;6171;1056;2
1243;;7317;1056;2
1244;;3914;1057;11
1245;;1671;1058;16
1246;;875;1059;4
1247;;4026;1060;11
1248;;1804;1061;16
1249;;2876;1062;9
1250;;987;1063;4
1251;;5649;1064;1
1252;;4023;1065;11
1253;;3550;1066;10
1254;;3551;1066;10
1255;;3552;1066;10
1256;;6623;1066;2
1257;;5239;1067;1
1258;;892;1068;4
1259;;1053;1068;8
1260;;870;1069;4
1261;;6973;1070;1
1262;;3616;1071;10
1263;;3617;1071;10
1264;;3618;1071;10
1265;;3619;1071;10
1266;;3620;1071;10
1267;;370;1072;14
1268;;4214;1073;10
1269;;6423;1074;2
1270;;3491;1075;9
1271;;3960;1076;11
1272;;5316;1077;1
1273;;6473;1078;2
1274;;3792;1079;11
1275;;4870;1080;11
1276;;3636;1081;10
1277;;1193;1082;8
1278;;8008;1083;2
1279;;920;1084;4
1280;;994;1085;4
1281;;7936;1086;2
1282;;3814;1087;11
1283;;379;1088;14
1284;;2963;1089;14
1285;;1768;1090;16
1286;;8232;1091;17
1287;;8228;1092;17
1288;;8150;1093;17
1289;;2759;1094;7
1290;;2995;1095;14
1291;;923;1096;4
1292;;1518;1097;16
1293;;6910;1098;1
1294;;972;1099;4
1295;;3862;1100;11
1296;;661;1101;3
1297;;662;1101;3
1298;;663;1101;3
1299;;664;1101;3
1300;;665;1101;3
1301;;666;1101;3
1302;;667;1101;3
1303;;668;1101;3
1304;;669;1101;3
1305;;670;1101;3
1306;;671;1101;3
1307;;672;1101;3
1308;;673;1101;3
1309;;674;1101;3
1310;;675;1101;3
1311;;676;1101;3
1312;;677;1101;3
1313;;678;1101;3
1314;;679;1101;3
1315;;680;1101;3
1316;;681;1101;3
1317;;682;1101;3
1318;;683;1101;3
1319;;684;1101;3
1320;;685;1101;3
1321;;686;1101;3
1322;;687;1101;3
1323;;688;1101;3
1324;;689;1101;3
1325;;690;1101;3
1326;;691;1101;3
1327;;692;1101;3
1328;;693;1101;3
1329;;694;1101;3
1330;;695;1101;3
1331;;696;1101;3
1332;;697;1101;3
1333;;698;1101;3
1334;;699;1101;3
1335;;700;1101;3
1336;;701;1101;3
1337;;702;1101;3
1338;;703;1101;3
1339;;704;1101;3
1340;;705;1101;3
1341;;706;1101;3
1342;;707;1101;3
1343;;708;1101;3
1344;;709;1101;3
1345;;710;1101;3
1346;;711;1101;3
1347;;712;1101;3
1348;;713;1101;3
1349;;714;1101;3
1350;;715;1101;3
1351;;716;1101;3
1352;;717;1101;3
1353;;718;1101;3
1354;;719;1101;3
1355;;720;1101;3
1356;;721;1101;3
1357;;722;1101;3
1358;;723;1101;3
1359;;724;1101;3
1360;;725;1101;3
1361;;726;1101;3
1362;;727;1101;3
1363;;728;1101;3
1364;;729;1101;3
1365;;730;1101;3
