id;zipId;cityId;stateId;aglomerationId
273;7449;240;1;250
274;4197;241;9;251
275;3710;242;10;252
276;276;243;3;253
277;2914;243;8;254
278;263;244;12;255
279;3935;245;10;256
280;2413;246;9;257
281;62;247;12;258
282;456;248;16;259
283;3409;249;9;260
284;418;250;16;261
285;2930;251;13;262
286;8112;252;1;263
287;230;253;16;264
288;8138;254;16;265
289;4567;255;10;266
290;78;256;12;267
291;7389;256;1;268
292;7828;256;1;268
293;8161;257;16;269
294;421;258;16;270
295;4673;259;10;271
296;8252;260;16;272
297;1017;261;7;273
298;1109;261;7;273
299;2967;262;13;274
300;964;263;3;275
301;1036;263;7;276
302;1579;263;15;277
303;3850;263;10;278
304;3854;263;10;278
305;4816;263;10;278
306;1549;264;15;279
307;1145;265;7;280
308;4141;265;10;281
309;4678;265;10;281
310;1474;266;15;282
311;7874;267;1;283
312;6172;268;1;284
313;2157;269;8;285
314;1721;270;15;286
315;6551;271;1;287
316;1133;272;7;288
317;5183;273;0;289
318;361;274;13;290
319;2119;275;13;291
320;4373;276;6;292
321;6719;276;1;293
322;6993;276;1;293
323;7406;276;1;293
324;5101;277;0;294
325;7478;278;1;295
326;1015;279;7;296
327;2949;280;13;297
328;2989;281;13;298
329;3995;282;10;299
330;348;283;13;300
331;8142;284;16;301
332;7933;285;1;302
333;3970;286;10;303
334;896;287;3;304
335;6300;288;1;305
336;910;289;3;306
337;997;290;3;307
338;969;230;3;308
339;967;291;3;309
340;967;292;3;310
341;6040;293;1;311
342;6925;294;0;312
343;6968;294;0;312
344;7059;294;0;312
345;7315;295;1;313
346;5515;296;0;314
347;4620;297;10;315
348;5046;298;0;316
349;965;299;3;317
350;388;300;13;318
351;1032;301;7;319
352;236;302;16;320
353;969;303;3;321
354;915;304;3;322
355;4092;305;10;323
356;4758;306;10;324
357;967;307;3;325
358;993;309;3;326
359;4905;308;0;327
360;3809;310;10;328
361;967;314;3;329
362;7496;311;1;330
363;2994;312;13;331
364;657;313;12;332
365;6428;315;1;333
366;1180;316;7;334
367;238;317;12;335
368;6351;332;1;336
369;967;318;3;337
370;3813;319;10;338
371;4710;320;10;339
372;956;231;3;340
373;3850;321;10;341
374;6885;322;0;342
375;4092;323;10;343
376;1030;232;7;344
377;995;324;3;345
378;967;325;3;346
379;6735;326;1;347
380;1064;327;7;348
381;3913;328;10;349
382;1065;329;7;350
383;1551;330;15;351
384;967;331;3;352
385;1746;333;15;353
386;4385;334;1;354
387;3877;335;10;355
388;1241;336;8;356
389;6104;337;1;357
390;2509;338;6;358
391;4304;339;6;359
392;4304;340;6;360
393;1324;341;8;361
394;4530;342;6;362
395;2456;343;6;363
396;4665;344;10;364
397;5621;345;10;365
398;2849;346;8;366
399;991;347;3;367
400;6676;348;1;368
401;7329;348;1;368
402;1269;349;8;369
403;6136;350;1;370
404;6650;351;1;371
405;2978;352;13;372
406;3861;353;10;373
407;3862;353;10;373
408;427;354;16;374
409;5081;355;0;375
410;8248;356;16;376
411;7120;357;1;377
412;1434;358;15;378
413;7337;359;1;379
414;2565;368;6;380
415;4427;360;1;381
416;6358;361;1;382
417;2972;362;13;383
418;315;363;13;384
419;6166;364;1;385
420;5256;365;0;386
421;620;366;12;387
422;6870;367;0;388
423;1819;369;15;389
424;2770;370;8;390
425;6060;371;1;391
426;2710;372;16;392
427;2923;373;13;393
428;1998;374;8;394
429;4054;375;10;395
430;3541;376;8;396
431;8187;377;16;397
432;6178;378;1;398
433;5463;379;0;399
434;2628;380;6;400
435;4760;381;10;401
436;8195;382;16;402
437;6196;383;1;403
438;6225;383;1;403
439;969;384;3;404
440;2965;385;13;405
441;294;386;13;406
442;6256;387;1;407
443;4046;388;10;408
444;2760;389;16;409
445;1040;390;7;410
446;1066;391;7;411
447;3502;392;8;412
448;1110;393;7;413
449;4706;394;10;414
450;621;395;12;415
451;410;396;13;416
452;95;397;3;417
453;312;398;13;418
454;6181;399;1;419
455;5612;400;10;420
456;4246;401;9;421
457;7241;402;1;422
458;4065;403;10;423
459;6068;404;1;424
460;2693;405;6;425
461;3716;406;10;426
462;6500;407;1;427
463;2287;408;8;428
464;1923;409;8;429
465;2884;410;13;430
466;1312;411;8;431
467;6720;412;1;432
468;8188;413;16;433
469;6803;414;1;434
470;8205;415;16;435
471;1253;416;8;436
472;1253;417;8;437
473;2015;418;8;438
474;1744;419;15;439
475;3906;420;10;440
476;8224;421;16;441
477;5418;422;0;442
478;5640;423;0;443
479;6186;424;1;444
480;4077;425;10;445
481;7293;426;1;446
482;3716;427;10;447
483;1050;428;3;448
484;2993;428;13;449
485;3813;429;10;450
486;322;430;13;451
487;922;430;3;452
488;2761;431;16;453
489;894;432;3;454
490;175;433;3;455
491;6593;434;1;456
492;4065;435;10;457
493;6864;436;0;458
494;3939;437;10;459
495;3921;438;10;460
496;2787;439;8;461
497;1799;440;15;462
498;6185;441;1;463
499;1830;442;15;464
500;3893;443;10;465
501;1616;444;15;466
502;1346;445;8;467
503;7523;446;1;468
504;2989;447;13;469
505;1595;448;15;470
506;3720;449;10;471
507;414;450;16;472
508;4247;451;9;473
509;4248;451;9;473
510;4249;451;9;473
511;4250;451;9;473
512;4251;451;9;473
513;7524;452;1;474
514;35;453;12;475
515;407;453;13;476
516;413;454;16;477
517;470;455;16;478
518;3986;456;10;479
519;273;457;3;480
520;8191;458;16;481
521;317;459;13;482
522;4025;460;10;483
523;7994;460;1;484
524;7641;461;1;485
525;1627;462;15;486
526;1522;463;7;487
527;7525;464;1;488
528;593;465;12;489
529;4665;466;10;490
530;351;467;16;491
531;1267;468;8;492
532;4013;469;10;493
533;269;470;12;494
534;7785;470;1;495
535;3863;471;10;496
536;3724;472;10;497
537;3954;472;10;497
538;7044;472;0;498
539;8141;472;16;499
540;6617;473;1;500
541;3954;475;10;501
542;2761;474;16;502
543;7617;476;1;503
544;4382;477;1;504
545;4383;477;1;504
546;4384;477;1;504
547;8247;478;16;505
548;429;479;16;506
549;6149;479;1;507
550;6360;479;1;507
551;4854;480;10;508
552;6256;480;1;509
553;1576;481;15;510
554;4224;481;9;511
555;1583;482;15;512
556;1942;483;8;513
557;8150;484;16;514
558;2768;485;8;515
559;331;486;13;516
560;6491;487;1;517
561;315;488;13;518
562;1250;489;8;519
563;1982;489;8;519
564;5041;490;0;520
565;8238;490;16;521
566;1271;491;8;522
567;2919;492;13;523
568;5059;493;0;524
569;3912;494;10;525
570;8126;495;0;526
571;6969;496;0;527
572;2607;562;6;528
573;6493;563;1;529
574;6225;497;1;530
575;7514;497;1;530
576;4144;498;10;531
577;404;499;13;532
578;2919;500;13;533
579;4119;501;9;534
580;4023;502;10;535
581;6275;503;1;536
582;6453;504;1;537
583;6908;505;0;538
584;165;506;3;539
585;7618;507;1;540
586;4145;508;10;541
587;2979;509;13;542
588;6178;510;1;543
589;5565;511;0;544
590;5823;511;0;544
591;6178;511;1;545
592;6212;511;1;545
593;6268;511;1;545
594;7934;512;1;546
595;8041;513;1;547
596;264;514;12;548
597;4075;515;10;549
598;509;516;12;550
599;413;517;16;551
600;4021;518;10;552
601;3930;519;10;553
602;5042;520;0;554
603;495;521;12;555
604;606;521;12;555
605;7177;521;1;556
606;7663;521;1;556
607;7805;522;1;557
608;8206;523;16;558
609;2339;524;8;559
610;7450;525;1;560
611;6043;526;1;561
612;7199;527;1;562
613;5859;528;0;563
614;6522;529;1;564
615;6523;529;1;564
616;6524;529;1;564
617;6525;529;1;564
618;6526;529;1;564
619;6527;529;1;564
620;6528;529;1;564
621;6529;529;1;564
622;6530;529;1;564
623;6531;529;1;564
624;6532;529;1;564
625;6533;529;1;564
626;6534;529;1;564
627;6535;529;1;564
628;312;530;13;565
629;2395;531;9;566
630;641;532;12;567
631;2288;533;8;568
632;6651;534;1;569
633;5407;535;0;570
634;1615;536;15;571
635;8223;537;16;572
636;6880;538;0;573
637;4555;539;10;574
638;2992;540;13;575
639;471;541;16;576
640;1302;542;15;577
641;8058;543;1;578
642;8070;543;1;578
643;7255;544;1;579
644;7138;545;1;580
645;1912;546;8;581
646;1913;546;8;581
647;1914;546;8;581
648;1707;547;15;582
649;2973;548;13;583
650;7664;553;1;584
651;265;549;12;585
652;1757;550;15;586
653;3840;551;10;587
654;3857;551;10;587
655;7688;552;1;588
656;1856;554;15;589
657;1788;555;15;590
658;409;556;13;591
659;2025;557;8;592
660;6503;558;1;593
661;3795;559;10;594
662;6563;560;1;595
663;8190;561;16;596
664;1151;564;7;597
665;327;565;13;598
666;4065;566;10;599
667;6623;566;1;600
668;6399;567;1;601
669;1184;568;3;602
670;325;569;13;603
671;173;570;3;604
672;1528;2010;7;605
673;2989;571;13;606
674;4498;572;6;607
675;6795;572;1;608
676;6213;573;1;609
677;1042;574;7;610
678;1528;575;7;611
679;263;576;12;612
680;6178;576;1;613
681;6256;576;1;613
682;7451;576;1;613
683;3900;577;10;614
684;4141;578;10;615
685;7911;579;16;616
686;7031;580;1;617
687;7032;2011;1;618
688;6340;581;1;619
689;5038;582;0;620
690;7445;583;1;621
691;6118;584;1;622
692;7790;585;1;623
693;2503;586;6;624
694;6087;587;1;625
695;2017;588;8;626
696;5856;589;0;627
697;3419;590;8;628
698;5620;591;10;629
699;8200;592;16;630
700;4112;593;9;631
701;7752;594;1;632
702;4096;595;10;633
703;2148;596;8;634
704;362;597;13;635
705;6325;598;1;636
706;428;599;16;637
707;8055;600;1;638
708;2111;601;8;639
709;560;602;12;640
710;1608;603;15;641
711;3708;604;10;642
712;8068;605;1;643
713;6899;606;0;644
714;4543;607;6;645
715;8154;608;16;646
716;5257;609;0;647
717;1104;610;7;648
718;2397;611;9;649
719;265;612;12;650
720;4706;613;10;651
721;300;614;13;652
722;5685;615;0;653
723;2328;616;8;654
724;559;617;12;655
725;3970;618;10;656
726;2479;619;6;657
727;2539;620;6;658
728;6127;621;1;659
729;3459;622;8;660
730;6123;623;1;661
731;352;624;16;662
732;967;625;3;663
733;5337;626;0;664
734;7548;627;1;665
735;2781;628;8;666
736;69;629;12;667
737;7551;630;1;668
738;6796;632;1;669
739;2778;631;8;670
740;2908;633;8;671
741;6238;634;1;672
742;5552;635;0;673
743;2676;636;6;674
744;4315;637;6;675
745;4316;637;6;675
746;4317;637;6;675
747;3729;638;9;676
748;3721;639;10;677
749;3464;640;8;678
750;2494;641;6;679
751;8052;642;1;680
752;1529;643;7;681
753;449;644;16;682
754;6086;645;1;683
755;4486;648;6;684
756;8040;649;1;685
757;357;650;13;686
758;442;651;16;687
759;3924;646;10;688
760;3925;646;10;688
761;5797;647;0;689
762;4113;652;9;690
763;3466;653;8;691
764;8245;654;16;692
765;303;655;13;693
766;239;656;12;694
767;2769;657;8;695
768;2709;658;16;696
769;274;659;3;697
770;5514;660;0;698
771;2410;661;9;699
772;4036;662;10;700
773;8127;663;0;701
774;2346;665;8;702
775;3934;666;10;703
776;3747;667;9;704
777;135;664;12;705
778;4308;668;6;706
779;2285;669;8;707
780;3706;670;10;708
781;8038;671;1;709
782;2376;672;9;710
783;2377;672;9;710
784;2378;672;9;710
785;1500;673;15;711
786;4365;674;6;712
787;5634;675;0;713
788;2343;676;8;714
789;5459;677;0;715
790;6194;678;1;716
791;5643;679;0;717
792;7901;680;1;718
793;3469;681;8;719
794;923;682;3;720
795;2771;683;8;721
796;5895;705;0;722
797;2260;684;8;723
798;2698;685;6;724
799;2355;686;9;725
800;2356;686;9;725
801;2357;686;9;725
802;2708;687;16;726
803;4234;688;9;727
804;6882;689;0;728
805;68;690;12;729
806;405;691;13;730
807;5581;695;0;731
808;6900;692;0;732
809;4519;693;6;733
810;1457;694;15;734
811;1487;696;15;735
812;3928;697;10;736
813;4575;698;6;737
814;4366;699;6;738
815;2747;700;6;739
816;7866;701;1;740
817;7704;702;1;741
818;342;703;13;742
819;8206;704;16;743
820;1123;706;7;744
821;5516;707;0;745
822;8246;708;16;746
823;6235;709;1;747
824;5255;724;0;748
825;5168;710;0;749
826;4295;711;6;750
827;6881;712;0;751
828;6248;713;1;752
829;5506;714;0;753
830;2514;715;6;754
831;1186;716;3;755
832;5343;717;0;756
833;7215;718;1;757
834;6668;720;1;758
835;2412;721;9;759
836;6897;719;0;760
837;2522;722;6;761
838;1873;723;8;762
839;3514;725;8;763
840;2831;726;8;764
841;340;727;13;765
842;1176;728;7;766
843;2994;729;13;767
844;3855;730;10;768
845;5569;731;0;769
846;5570;731;0;769
847;5571;731;0;769
848;1459;732;15;770
849;3997;733;10;771
850;2777;734;8;772
851;3932;735;10;773
852;1104;736;7;774
853;5855;737;0;775
854;2923;738;13;776
855;993;739;3;777
856;2987;739;13;778
857;4492;740;0;779
858;1170;741;7;780
859;8214;742;16;781
860;1188;743;3;782
861;3677;744;9;783
862;1054;745;3;784
863;161;746;3;785
864;886;747;3;786
865;1168;748;7;787
866;5843;749;0;788
867;8185;750;16;789
868;879;751;3;790
869;91;752;3;791
870;271;752;3;791
871;6905;753;0;792
872;69;754;12;793
873;2870;755;8;794
874;174;756;3;795
875;1964;757;8;796
876;2949;758;13;797
877;1764;759;15;798
878;1501;760;15;799
879;1105;761;7;800
880;70;762;12;801
881;954;763;3;802
882;6863;764;0;803
883;6301;765;1;804
884;6016;766;1;805
885;5214;767;0;806
886;6495;768;1;807
887;5109;769;0;808
888;7136;770;1;809
889;6863;771;0;810
890;6772;772;1;811
891;891;773;3;812
892;1515;2012;15;813
893;3488;774;8;814
894;1510;2013;15;815
895;6755;775;1;816
896;6488;776;1;817
897;3770;777;10;818
898;4554;778;10;819
899;3840;779;10;820
900;2301;780;8;821
901;5747;781;0;822
902;358;782;13;823
903;5120;783;0;824
904;1335;784;8;825
905;1122;785;7;826
906;6970;786;0;827
907;340;787;13;828
908;2991;788;13;829
909;8246;789;16;830
910;5824;790;0;831
911;8237;792;16;832
912;8201;791;16;833
913;1181;793;7;834
914;1185;2014;3;835
915;5316;794;0;836
916;1911;795;8;837
917;4200;796;9;838
918;6564;797;1;839
919;6919;798;0;840
920;7810;799;1;841
921;7811;799;1;841
922;7812;799;1;841
923;7813;799;1;841
924;879;800;3;842
925;4928;801;0;843
926;2884;802;13;844
927;1175;803;7;845
928;1178;803;7;845
929;1085;804;7;846
930;1172;805;7;847
931;1113;806;7;848
932;4666;807;10;849
933;4030;808;10;850
934;1482;809;15;851
935;54;810;12;852
936;2234;811;8;853
937;1005;812;3;854
938;1174;813;7;855
939;1001;814;3;856
940;3848;815;10;857
941;1177;816;7;858
942;1166;817;7;859
943;5621;818;10;860
944;7452;819;1;861
945;2956;820;13;862
946;2711;821;16;863
947;896;822;3;864
948;1258;823;8;865
949;3916;2015;10;866
950;3954;2015;10;866
951;5313;2015;0;867
952;4697;2016;10;868
953;4697;2017;10;869
954;1964;824;8;870
955;1275;825;8;871
956;1519;825;7;872
957;5290;2018;0;873
958;165;2019;3;874
959;989;2019;3;874
960;61;2020;12;875
961;624;2020;12;875
962;5746;2021;0;876
963;1004;826;3;877
964;1785;827;15;878
965;1505;828;15;879
966;1762;829;15;880
967;1070;830;7;881
968;1654;831;15;882
969;1322;832;8;883
970;1645;832;15;884
971;1432;833;15;885
972;1820;834;15;886
973;1497;835;15;887
974;1584;836;15;888
975;1808;837;15;889
976;1671;838;15;890
977;1195;839;7;891
978;2951;840;13;892
979;1790;841;15;893
980;1564;842;15;894
981;1725;843;15;895
982;7787;2022;1;896
983;2973;844;13;897
984;1524;845;7;898
985;879;846;3;899
986;1168;847;7;900
987;1503;848;15;901
988;34;2023;12;902
989;309;851;13;903
990;1280;849;8;904
991;3478;850;8;905
992;2384;852;9;906
993;1552;853;15;907
994;1427;854;15;908
995;993;855;3;909
996;1003;856;3;910
997;2221;857;8;911
998;1921;870;8;912
999;1120;858;7;913
1000;1104;859;7;914
1001;2967;860;13;915
1002;1126;861;7;916
1003;5299;862;0;917
1004;1016;863;7;918
1005;1258;864;8;919
1006;2158;864;8;919
1007;947;865;3;920
1008;3487;866;8;921
1009;896;2024;3;922
1010;2881;867;8;923
1011;3717;868;10;924
1012;3943;2025;10;925
1013;95;869;3;926
1014;3832;871;10;927
1015;1996;872;8;928
1016;976;873;3;929
1017;997;873;3;929
1018;1026;874;7;930
1019;1296;874;15;931
1020;3982;875;10;932
1021;1960;876;8;933
1022;8048;877;1;934
1023;1297;878;15;935
1024;1107;879;7;936
1025;264;880;12;937
1026;2542;881;6;938
1027;4741;881;10;939
1028;8208;882;16;940
1029;407;883;13;941
1030;1055;884;7;942
1031;4620;885;10;943
1032;919;886;3;944
1033;37;887;12;945
1034;7221;888;1;946
1035;8148;889;16;947
1036;1191;890;7;948
1037;3717;891;10;949
1038;3861;891;10;949
1039;358;892;13;950
1040;993;893;3;951
1041;1111;893;7;952
1042;3958;894;10;953
1043;7829;895;1;954
1044;2463;896;6;955
1045;3823;897;10;956
1046;3850;898;10;957
1047;98;899;12;958
1048;3545;900;8;959
1049;6276;901;1;960
1050;7567;901;1;960
1051;4860;902;10;961
1052;7596;903;1;962
1053;6197;904;1;963
1054;7748;905;1;964
1055;7749;905;1;964
1056;7750;905;1;964
1057;7751;905;1;964
1058;6254;906;1;965
1059;2760;907;16;966
1060;1491;908;15;967
1061;8249;909;16;968
1062;2967;910;13;969
1063;6822;911;1;970
1064;2668;912;6;971
1065;3971;913;10;972
1066;1518;914;7;973
1067;3878;915;10;974
1068;3944;916;10;975
1069;4872;916;10;975
1070;4676;917;10;976
1071;7248;917;1;977
1072;429;918;16;978
1073;8199;919;16;979
1074;4807;920;10;980
1075;3878;921;10;981
1076;7416;922;1;982
1077;1313;923;8;983
1078;2325;924;8;984
1079;2324;925;8;985
1080;1963;926;8;986
1081;2973;927;13;987
1082;4688;928;10;988
1083;1034;929;7;989
1084;1181;930;7;990
1085;4650;931;11;991
1086;4217;932;9;992
1087;3555;933;9;993
1088;3354;934;9;994
1089;4673;935;10;995
1090;2098;936;8;996
1091;3413;937;9;997
1092;863;938;3;998
1093;2989;938;13;999
1094;2967;939;13;1000
1095;1046;940;3;1001
1096;967;941;3;1002
1097;922;942;3;1003
1098;4488;943;6;1004
1099;958;944;3;1005
1100;329;945;13;1006
1101;298;946;13;1007
1102;949;947;3;1008
1103;3541;948;8;1009
1104;1022;949;7;1010
1105;991;950;3;1011
1106;2885;951;13;1012
1107;1022;952;7;1013
1108;1517;953;15;1014
1109;952;954;3;1015
1110;1138;955;7;1016
1111;2969;956;13;1017
1112;1823;958;15;1018
1113;2991;958;13;1019
1114;1084;959;7;1020
1115;1032;957;7;1021
1116;951;960;3;1022
1117;1575;960;15;1023
1118;8192;961;16;1024
1119;8245;961;16;1024
1120;8192;962;16;1025
1121;8149;963;16;1026
1122;4355;964;6;1027
1123;250;965;12;1028
1124;8208;966;16;1029
1125;1529;967;7;1030
1126;1766;968;15;1031
1127;524;969;12;1032
1128;110;970;12;1033
1129;274;970;3;1034
1130;967;970;3;1034
1131;2859;971;8;1035
1132;3856;972;10;1036
1133;7360;973;1;1037
1134;269;974;12;1038
1135;4079;975;10;1039
1136;5066;975;0;1040
1137;6971;976;0;1041
1138;4739;977;10;1042
1139;8153;978;16;1043
1140;3826;979;10;1044
1141;1759;980;15;1045
1142;1755;981;15;1046
1143;3779;982;10;1047
1144;1613;983;15;1048
1145;1760;984;15;1049
1146;4092;985;10;1050
1147;267;986;12;1051
1148;245;987;12;1052
1149;3913;988;10;1053
1150;3995;989;10;1054
1151;4068;989;10;1054
1152;329;990;13;1055
1153;6995;991;1;1056
1154;2671;992;6;1057
1155;5370;993;0;1058
1156;5594;994;10;1059
1157;1117;995;7;1060
1158;1051;996;7;1061
1159;2987;997;13;1062
1160;4034;997;10;1063
1161;8215;998;16;1064
1162;3465;999;8;1065
1163;1036;1000;7;1066
1164;8148;1001;16;1067
1165;1172;1002;7;1068
1166;2969;1003;13;1069
1167;3996;1004;10;1070
1168;1354;1005;8;1071
1169;5284;1006;0;1072
1170;891;1007;3;1073
1171;3978;1008;10;1074
1172;3974;1009;10;1075
1173;5184;1010;0;1076
1174;1520;1011;7;1077
1175;8214;1012;16;1078
1176;1187;1013;3;1079
1177;1241;1014;8;1080
1178;1552;1015;15;1081
1179;1169;1016;7;1082
1180;1760;1017;15;1083
1181;3974;1017;10;1084
1182;6239;1018;1;1085
1183;3823;1019;10;1086
1184;1113;1020;7;1087
1185;4775;1021;10;1088
1186;891;1022;3;1089
1187;2119;1023;13;1090
1188;294;1024;13;1091
1189;312;1025;13;1092
1190;2928;1026;13;1093
1191;263;1027;12;1094
1192;4860;1028;10;1095
1193;1177;1029;7;1096
1194;5069;1030;0;1097
1195;6798;1030;1;1098
1196;294;1031;13;1099
1197;345;1032;13;1100
1198;3770;1033;10;1101
1199;887;1034;3;1102
1200;8139;1035;16;1103
1201;4473;1036;6;1104
1202;1098;1037;7;1105
1203;1185;1037;3;1106
1204;1025;1038;7;1107
1205;1074;1039;7;1108
1206;1175;1039;7;1108
1207;1525;1039;7;1108
1208;1171;1040;7;1109
1209;3920;1041;10;1110
1210;7477;1042;1;1111
1211;34;1043;12;1112
1212;7359;1044;1;1113
1213;6199;1045;1;1114
1214;4077;1046;10;1115
1215;4075;1047;10;1116
1216;2996;1048;13;1117
1217;1110;1049;7;1118
1218;3710;1050;10;1119
1219;4021;1050;10;1119
1220;5598;1050;10;1119
1221;6057;1050;1;1120
1222;6177;1050;1;1120
1223;6212;1050;1;1120
1224;6869;1050;0;1121
1225;7363;1050;1;1120
1226;7713;1050;1;1120
1227;6594;1051;1;1122
1228;345;1052;13;1123
1229;475;1052;16;1124
1230;6888;1053;0;1125
1231;874;1054;3;1126
1232;1188;1054;3;1126
1233;2996;1054;13;1127
1234;3512;1054;8;1128
1235;173;1055;3;1129
1236;501;1055;12;1130
1237;1142;1055;7;1131
1238;2083;1055;8;1132
1239;2126;1055;8;1132
1240;3944;1055;10;1133
1241;6170;1055;1;1134
